MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:1889024	Cd200r1	CD200 receptor 1	16		negative regulation of neuroinflammatory response			ISO	RGD:61837 	J:155856 	
MGI:1889024	Cd200r1	CD200 receptor 1	16		regulation of neuroinflammatory response			ISO	RGD:61837 	J:155856 	
MGI:3042847	Cd200r2	Cd200 receptor 2	16		regulation of neuroinflammatory response			IEA	IPR040012 	J:72247 	
MGI:1921853	Cd200r3	CD200 receptor 3	16		regulation of neuroinflammatory response			IEA	IPR040012 	J:72247 	
MGI:3036289	Cd200r4	CD200 receptor 4	16		regulation of neuroinflammatory response			IEA	IPR040012 	J:72247 	
MGI:2183926	Cd276	CD276 antigen	9		negative regulation of inflammatory response	regulates a function/process that has the participant lung		IMP	MGI:3033707 	J:84973 	
MGI:2443411	Cd300a	CD300A molecule	11		serotonin secretion by mast cell	happens in mast cell		IDA		J:124243 	
MGI:105057	Cdh5	cadherin 5	8		negative regulation of inflammatory response			ISO	P33151 	J:164563 	
MGI:1925584	Cdk19	cyclin-dependent kinase 19	10		positive regulation of inflammatory response			ISO	RGD:1305435 	J:155856 	
MGI:99480	Cebpa	CCAAT/enhancer binding protein (C/EBP), alpha	7		positive regulation of inflammatory response			IMP		J:263417 	
MGI:88373	Cebpb	CCAAT/enhancer binding protein (C/EBP), beta	2		granuloma formation			IMP		J:153025 	
MGI:88373	Cebpb	CCAAT/enhancer binding protein (C/EBP), beta	2		positive regulation of inflammatory response	happens in bone marrow		IGI	URS00000B7E30_10090 	J:228968 	
MGI:95314	Cela1	chymotrypsin-like elastase family, member 1	15		inflammatory response	has the participant pancreas		IMP	MGI:2148594 	J:119908 	
MGI:2442564	Cers6	ceramide synthase 6	2		inflammatory response			IEA	KW-0395 	J:60000 	
MGI:88385	Cfh	complement component factor h	1		inflammatory response			IGI		J:156611 	
MGI:88385	Cfh	complement component factor h	1		inflammatory response			IMP		J:235549 J:254528 	
MGI:88385	Cfh	complement component factor h	1		inflammatory response to wounding	uses Hc		IGI		J:185883 	
MGI:1932052	Chia1	chitinase, acidic 1	3		inflammatory response			IEA	KW-0395 	J:60000 	
MGI:1932052	Chia1	chitinase, acidic 1	3		production of molecular mediator involved in inflammatory response			ISO	Q9BZP6 	J:164563 	
MGI:1915288	Chid1	chitinase domain containing 1	7		negative regulation of cytokine production involved in inflammatory response			ISO	Q9BWS9 	J:164563 	
MGI:1340899	Chil1	chitinase-like 1	1		inflammatory response			IEA	KW-0395 	J:60000 	
MGI:1330860	Chil3	chitinase-like 3	3		inflammatory response			TAS		J:74593 	
MGI:1341098	Chil4	chitinase-like 4	3		inflammatory response			IEA	KW-0395 	J:60000 	
MGI:99779	Chrna7	cholinergic receptor, nicotinic, alpha polypeptide 7	7		negative regulation of inflammatory response			IMP	MGI:1888407 	J:124406 	
MGI:99779	Chrna7	cholinergic receptor, nicotinic, alpha polypeptide 7	7		regulation of inflammatory response			IMP	MGI:1888407 	J:89610 	
MGI:1924219	Chst1	carbohydrate sulfotransferase 1	2		inflammatory response			IEA	KW-0395 	J:60000 	
MGI:1891160	Chst2	carbohydrate sulfotransferase 2	9		inflammatory response			IEA	KW-0395 	J:60000 	
MGI:1349479	Chst4	carbohydrate sulfotransferase 4	8		inflammatory response			IEA	KW-0395 	J:60000 	
MGI:108445	Ciita	class II transactivator	16		inflammatory response			IBA	PTN002932643 	J:265628 	
MGI:1930088	Clcf1	cardiotrophin-like cytokine factor 1	19		regulation of inflammatory response			NAS		J:57927 	
MGI:96975	Clec10a	C-type lectin domain family 10, member A	11		connective tissue replacement involved in inflammatory response wound healing			IMP	MGI:2183546 	J:107475 	
MGI:96975	Clec10a	C-type lectin domain family 10, member A	11		connective tissue replacement involved in inflammatory response wound healing			IMP		J:107475 	
MGI:99698	Clock	circadian locomotor output cycles kaput	5		positive regulation of inflammatory response			IMP		J:211236 	
MGI:96941	Cma1	chymase 1, mast cell	14		regulation of inflammatory response			ISO	P23946 	J:164563 	
MGI:109603	Cmklr1	chemokine-like receptor 1	5		inflammatory response			IBA	PTN001200752 	J:265628 	
MGI:104615	Cnr1	cannabinoid receptor 1 (brain)	4		positive regulation of acute inflammatory response to antigenic stimulus			ISO	RGD:2369 	J:155856 	
MGI:104615	Cnr1	cannabinoid receptor 1 (brain)	4		positive regulation of fever generation			ISO	RGD:2369 	J:155856 	
MGI:104650	Cnr2	cannabinoid receptor 2 (macrophage)	4		inflammatory response			IEA	KW-0395 	J:60000 	
MGI:104650	Cnr2	cannabinoid receptor 2 (macrophage)	4		negative regulation of inflammatory response			ISO	RGD:619713 	J:155856 	
MGI:88489	Cr2	complement receptor 2	1		inflammatory response	uses Cfh		IGI		J:156611 	
MGI:88496	Crh	corticotropin releasing hormone	3		inflammatory response			IMP	MGI:1857392 	J:90690 	
MGI:88496	Crh	corticotropin releasing hormone	3		inflammatory response			ISO	P06850 	J:164563 	
MGI:88497	Crhbp	corticotropin releasing hormone binding protein	13		inflammatory response			ISO	P24387 	J:164563 	
MGI:1889506	Crlf2	cytokine receptor-like factor 2	5		inflammatory response	happens in lung		IMP	MGI:3039288 	J:110190 	
MGI:88512	Crp	C-reactive protein, pentraxin-related	1		acute-phase response			IEA	KW-0011 	J:60000 	
MGI:1339753	Csf1	colony stimulating factor 1 (macrophage)	3		inflammatory response			IEA	KW-0395 	J:60000 	
MGI:1339758	Csf1r	colony stimulating factor 1 receptor	18		inflammatory response			IEA	KW-0395 	J:60000 	
MGI:2153093	Cspg4	chondroitin sulfate proteoglycan 4	9		inflammatory response			ISO	RGD:619942 	J:155856 	
MGI:1330824	Csrp3	cysteine and glycine-rich protein 3	7		inflammatory response			IMP	MGI:1858015 	J:265952 	
MGI:1298217	Cst7	cystatin F (leukocystatin)	2		negative regulation of microglial cell activation			IBA	PTN002932287 	J:265628 	
MGI:1298217	Cst7	cystatin F (leukocystatin)	2		negative regulation of microglial cell activation			IMP	MGI:5910746 	J:242069 	
MGI:88554	Ctla2a	cytotoxic T lymphocyte-associated protein 2 alpha	13		negative regulation of inflammatory response	regulates a function/process that has the participant pigmented retinal epithelium		IDA		J:153812 	
MGI:1915756	Ctnnbip1	catenin beta interacting protein 1	4		regulation of vascular permeability involved in acute inflammatory response			ISO	Q9NSA3 	J:164563 	
MGI:109553	Ctsc	cathepsin C	7		positive regulation of microglial cell activation			IDA		J:242069 	
MGI:107341	Ctss	cathepsin S	3		positive regulation of inflammatory response	regulates a function/process that has the participant submandibular gland		IGI	MGI:2676278 	J:78331 	
MGI:1914366	Cuedc2	CUE domain containing 2	19		negative regulation of cytokine production involved in inflammatory response	regulates a function/process that happens in inflammatory macrophage		IMP	MGI:5635142 	J:211782 	
MGI:1914366	Cuedc2	CUE domain containing 2	19		negative regulation of cytokine production involved in inflammatory response			ISO	Q9H467 	J:73065 	
MGI:1097153	Cx3cl1	chemokine (C-X3-C motif) ligand 1	8		inflammatory response			IBA	PTN000245709 	J:265628 	
MGI:1097153	Cx3cl1	chemokine (C-X3-C motif) ligand 1	8		leukocyte migration involved in inflammatory response			ISO	P78423 	J:164563 	
MGI:1097153	Cx3cl1	chemokine (C-X3-C motif) ligand 1	8		negative regulation of microglial cell activation			ISO	RGD:620458 	J:155856 	
MGI:1333815	Cx3cr1	chemokine (C-X3-C motif) receptor 1	9		negative regulation of chronic inflammatory response to non-antigenic stimulus			ISO	RGD:620137 	J:155856 	
MGI:108068	Cxcl1	chemokine (C-X-C motif) ligand 1	5		acute inflammatory response			ISO	RGD:619869 	J:155856 	
MGI:108068	Cxcl1	chemokine (C-X-C motif) ligand 1	5		inflammatory response			IBA	PTN000021269 	J:265628 	
MGI:1340094	Cxcl2	chemokine (C-X-C motif) ligand 2	5		inflammatory response			IBA	PTN000021269 	J:265628 	
MGI:3037818	Cxcl3	chemokine (C-X-C motif) ligand 3	5		inflammatory response			IBA	PTN000021269 	J:265628 	
MGI:3037818	Cxcl3	chemokine (C-X-C motif) ligand 3	5		inflammatory response			ISO	RGD:621812 	J:155856 	
MGI:1096868	Cxcl5	chemokine (C-X-C motif) ligand 5	5		inflammatory response			IBA	PTN000021269 	J:265628 	
MGI:1096868	Cxcl5	chemokine (C-X-C motif) ligand 5	5		inflammatory response			ISO	RGD:708540 	J:155856 	
MGI:1352449	Cxcl9	chemokine (C-X-C motif) ligand 9	5		inflammatory response			IBA	PTN000021269 	J:265628 	
MGI:1352450	Cxcl10	chemokine (C-X-C motif) ligand 10	5		inflammatory response			IBA	PTN000021269 	J:265628 	
MGI:1888499	Cxcl13	chemokine (C-X-C motif) ligand 13	5		inflammatory response			IBA	PTN000021269 	J:265628 	
MGI:1339941	Cxcl15	chemokine (C-X-C motif) ligand 15	5		inflammatory response			IBA	PTN000021269 	J:265628 	
MGI:1339941	Cxcl15	chemokine (C-X-C motif) ligand 15	5		inflammatory response			IDA		J:54701 	
MGI:2387642	Cxcl17	chemokine (C-X-C motif) ligand 17	7		negative regulation of inflammatory response			IBA	PTN002204389 	J:265628 	
MGI:2387642	Cxcl17	chemokine (C-X-C motif) ligand 17	7		negative regulation of inflammatory response			ISO	Q6UXB2 	J:164563 	
MGI:105303	Cxcr2	chemokine (C-X-C motif) receptor 2	1		acute inflammatory response to antigenic stimulus			ISO	RGD:2906 	J:155856 	
MGI:1277207	Cxcr3	chemokine (C-X-C motif) receptor 3	X		inflammatory response			IEA	IPR004070 	J:72247 	
MGI:1934582	Cxcr6	chemokine (C-X-C motif) receptor 6	9		inflammatory response			IEA	IPR002235 	J:72247 	
MGI:1316658	Cyba	cytochrome b-245, alpha polypeptide	8		inflammatory response			ISO	P13498 	J:164563 	
MGI:88574	Cybb	cytochrome b-245, beta polypeptide	X		inflammatory response			IMP		J:209569 	
MGI:1921506	Cyld	CYLD lysine 63 deubiquitinase	8		regulation of inflammatory response			ISO	Q9NQC7 	J:164563 	
MGI:88587	Cyp19a1	cytochrome P450, family 19, subfamily a, polypeptide 1	9		negative regulation of chronic inflammatory response			IMP	MGI:1857043 	J:216958 	
MGI:2176159	Cyp26b1	cytochrome P450, family 26, subfamily b, polypeptide 1	6		inflammatory response			IMP	MGI:3764691 	J:205957 	
MGI:1926218	Cysltr1	cysteinyl leukotriene receptor 1	X		inflammatory response			ISO	RGD:619796 	J:155856 	
MGI:1926218	Cysltr1	cysteinyl leukotriene receptor 1	X		inflammatory response to antigenic stimulus			IMP	MGI:2182326 	J:162477 	
MGI:1916851	Dab2ip	disabled 2 interacting protein	2		inflammatory response			IEA	KW-0395 	J:60000 	
MGI:2677061	Dagla	diacylglycerol lipase, alpha	19		regulation of neuroinflammatory response			IMP		J:229982 	
MGI:2442032	Daglb	diacylglycerol lipase, beta	5		regulation of inflammatory response			IMP		J:287034 	
MGI:1298381	Ddt	D-dopachrome tautomerase	10		positive regulation of inflammatory response	is a part of cellular response to lipopolysaccharide		IMP		J:175599 	
MGI:103064	Ddx3x	DEAD box helicase 3, X-linked	X		inflammatory response			IEA	KW-0395 	J:60000 	
MGI:108177	Dhx9	DEAH (Asp-Glu-Ala-His) box polypeptide 9	1		inflammatory response			IEA	KW-0395 	J:60000 	
MGI:108177	Dhx9	DEAH (Asp-Glu-Ala-His) box polypeptide 9	1		positive regulation of inflammatory response			IMP		J:243487 	
MGI:2177178	Dicer1	dicer 1, ribonuclease type III	12		regulation of inflammatory response			IMP		J:138683 	
MGI:103157	Dnase1	deoxyribonuclease I	16		regulation of acute inflammatory response			IDA		J:252490 	
MGI:1314633	Dnase1l3	deoxyribonuclease 1-like 3	14		regulation of acute inflammatory response			IDA		J:252490 	
MGI:94917	Dpep1	dipeptidase 1	8		inflammatory response			IMP		J:284980 	
MGI:1261425	Drosha	drosha, ribonuclease type III	15		regulation of inflammatory response			IMP		J:138683 	
MGI:2384861	Duoxa1	dual oxidase maturation factor 1	2		regulation of inflammatory response	regulates a function/process that happens in lung		IGI	MGI:1914061 	J:205165 	
MGI:1914061	Duoxa2	dual oxidase maturation factor 2	2		regulation of inflammatory response	regulates a function/process that happens in lung		IGI	MGI:2384861 	J:205165 	
MGI:1927070	Dusp10	dual specificity phosphatase 10	1		negative regulation of respiratory burst involved in inflammatory response	regulates a function/process that has the participant blood vessel,regulates a function/process that has the participant neutrophil		IMP	MGI:3052343 	J:153759 	
MGI:103060	Ecm1	extracellular matrix protein 1	3		inflammatory response			IMP	MGI:4940879 	J:168252 	
MGI:105923	Ednra	endothelin receptor type A	8		positive regulation of inflammatory response			ISO	RGD:2535 	J:155856 	
MGI:102720	Ednrb	endothelin receptor type B	14		regulation of fever generation			ISO	RGD:2536 	J:155856 	
MGI:95294	Egfr	epidermal growth factor receptor	11		positive regulation of inflammatory response			ISO	RGD:2543 	J:155856 	
MGI:1353448	Eif2ak1	eukaryotic translation initiation factor 2 alpha kinase 1	5		acute inflammatory response	happens in macrophage		IMP	MGI:2679454 	J:127433 	
MGI:2679229	Elane	elastase, neutrophil expressed	10		acute inflammatory response to antigenic stimulus			IBA	PTN001546391 	J:265628 	
MGI:2679229	Elane	elastase, neutrophil expressed	10		acute inflammatory response to antigenic stimulus			IDA		J:152360 	
MGI:2679229	Elane	elastase, neutrophil expressed	10		leukocyte migration involved in inflammatory response			ISO	RGD:1307968 	J:155856 	
MGI:1101781	Elf3	E74-like factor 3	1		inflammatory response			IEA	IPR033074 	J:72247 	
MGI:1101781	Elf3	E74-like factor 3	1		inflammatory response			IEA	KW-0395 	J:60000 	
MGI:2143702	Enpp3	ectonucleotide pyrophosphatase/phosphodiesterase 3	10		negative regulation of inflammatory response			IMP		J:223825 	
MGI:95278	Epha2	Eph receptor A2	4		inflammatory response			IMP	MGI:3040415 	J:148922 	
MGI:1096338	Ephb6	Eph receptor B6	6		type IV hypersensitivity			IMP	MGI:3522020 	J:94701 	
MGI:99500	Ephx2	epoxide hydrolase 2, cytoplasmic	14		inflammatory response			ISO	RGD:620732 	J:155856 	
MGI:99500	Ephx2	epoxide hydrolase 2, cytoplasmic	14		prostaglandin production involved in inflammatory response			ISO	RGD:620732 	J:155856 	
MGI:1352467	Esr1	estrogen receptor 1 (alpha)	10		regulation of inflammatory response			IMP	MGI:2150897 	J:184829 	
MGI:95455	Ets1	E26 avian leukemia oncogene 1, 5' domain	9		negative regulation of inflammatory response			IMP		J:219068 	
MGI:95455	Ets1	E26 avian leukemia oncogene 1, 5' domain	9		positive regulation of inflammatory response			ISO	P14921 	J:164563 	
MGI:894663	Ext1	exostosin glycosyltransferase 1	15		hypersensitivity	is a part of immune system process		IMP		J:167007 	
MGI:88380	F2	coagulation factor II	2		acute-phase response			IEA	KW-0011 	J:60000 	
MGI:88380	F2	coagulation factor II	2		negative regulation of cytokine production involved in inflammatory response			ISO	P00734 	J:164563 	
MGI:101802	F2r	coagulation factor II (thrombin) receptor	13		connective tissue replacement involved in inflammatory response wound healing			ISO	P25116 	J:164563 	
MGI:101802	F2r	coagulation factor II (thrombin) receptor	13		inflammatory response			IMP	MGI:3038377 	J:133917 	
MGI:101910	F2rl1	coagulation factor II (thrombin) receptor-like 1	13		inflammatory response			IEA	KW-0395 	J:60000 	
MGI:88381	F3	coagulation factor III	3		activation of plasma proteins involved in acute inflammatory response			ISO	P13726 	J:164563 	
MGI:88383	F8	coagulation factor VIII	X		acute-phase response			IEA	KW-0011 	J:60000 	
MGI:1891012	F12	coagulation factor XII (Hageman factor)	13		Factor XII activation			ISO	P00748 	J:164563 	
MGI:1891012	F12	coagulation factor XII (Hageman factor)	13		plasma kallikrein-kinin cascade			ISO	P00748 	J:164563 	
MGI:2442797	F630003A18Rik	RIKEN cDNA F630003A18 gene	16		regulation of neuroinflammatory response			IEA	IPR040012 	J:72247 	
MGI:88038	Fabp4	fatty acid binding protein 4, adipocyte	3		positive regulation of inflammatory response			IMP	MGI:2148887 	J:98564 	
MGI:88038	Fabp4	fatty acid binding protein 4, adipocyte	3		regulation of inflammatory response			IEA	IPR033073 	J:72247 	
MGI:1341823	Fanca	Fanconi anemia, complementation group A	8		regulation of inflammatory response			IMP	MGI:2674094 	J:210175 	
MGI:2448480	Fancd2	Fanconi anemia, complementation group D2	6		regulation of inflammatory response			IMP	MGI:2673422 	J:210175 	
MGI:95494	Fcer1a	Fc receptor, IgE, high affinity I, alpha polypeptide	1		positive regulation of type I hypersensitivity			IMP	MGI:2383982 	J:39250 	
MGI:95496	Fcer1g	Fc receptor, IgE, high affinity I, gamma polypeptide	1		positive regulation of type I hypersensitivity			IMP	MGI:2384004 	J:88051 	
MGI:95496	Fcer1g	Fc receptor, IgE, high affinity I, gamma polypeptide	1		positive regulation of type IIa hypersensitivity			IMP	MGI:1857165 	J:78296 	
MGI:95496	Fcer1g	Fc receptor, IgE, high affinity I, gamma polypeptide	1		positive regulation of type IIa hypersensitivity			IMP	MGI:2384004 	J:75709 J:83995 	
MGI:95496	Fcer1g	Fc receptor, IgE, high affinity I, gamma polypeptide	1		positive regulation of type III hypersensitivity			IMP	MGI:1857165 	J:78296 	
MGI:95496	Fcer1g	Fc receptor, IgE, high affinity I, gamma polypeptide	1		serotonin secretion by platelet			IMP		J:40327 	
MGI:95498	Fcgr1	Fc receptor, IgG, high affinity I	3		antibody-dependent cellular cytotoxicity			IMP	MGI:2664927 	J:83995 	
MGI:95498	Fcgr1	Fc receptor, IgG, high affinity I	3		antibody-dependent cellular cytotoxicity			IMP	MGI:2679238 	J:86281 	
MGI:95498	Fcgr1	Fc receptor, IgG, high affinity I	3		positive regulation of type IIa hypersensitivity			IMP	MGI:2664927 	J:83995 	
MGI:95498	Fcgr1	Fc receptor, IgG, high affinity I	3		positive regulation of type III hypersensitivity			IMP	MGI:2679238 	J:86281 	
MGI:95499	Fcgr2b	Fc receptor, IgG, low affinity IIb	1		negative regulation of acute inflammatory response to antigenic stimulus	regulates a function/process that has the participant joint		IMP	MGI:1857166 	J:102982 	
MGI:95499	Fcgr2b	Fc receptor, IgG, low affinity IIb	1		negative regulation of inflammatory response to antigenic stimulus	regulates a function/process that has the participant skin		IMP	MGI:1857166 	J:107174 	
MGI:95499	Fcgr2b	Fc receptor, IgG, low affinity IIb	1		negative regulation of type I hypersensitivity			IMP	MGI:1857166 	J:31133 	
MGI:95500	Fcgr3	Fc receptor, IgG, low affinity III	1		antibody-dependent cellular cytotoxicity			IMP	MGI:1861924 	J:35057 J:87128 	
MGI:95500	Fcgr3	Fc receptor, IgG, low affinity III	1		positive regulation of type I hypersensitivity			IDA		J:31133 	
MGI:95500	Fcgr3	Fc receptor, IgG, low affinity III	1		positive regulation of type I hypersensitivity			IMP	MGI:1861924 	J:35057 J:87128 	
MGI:95500	Fcgr3	Fc receptor, IgG, low affinity III	1		positive regulation of type IIa hypersensitivity			IMP	MGI:1861924 	J:83995 J:87127 	
MGI:95500	Fcgr3	Fc receptor, IgG, low affinity III	1		positive regulation of type III hypersensitivity			IMP	MGI:1861924 	J:35057 	
MGI:1335089	Fem1a	fem 1 homolog a	17		negative regulation of inflammatory response			IBA	PTN002792957 	J:265628 	
MGI:1335089	Fem1a	fem 1 homolog a	17		negative regulation of inflammatory response	regulates a function/process that has the participant bone marrow macrophage		IGI	MGI:104311 	J:135247 	
MGI:1335089	Fem1a	fem 1 homolog a	17		negative regulation of inflammatory response			ISO	Q9BSK4 	J:164563 	
MGI:2441689	Fem1al	fem-1 homolog A like	11		negative regulation of inflammatory response			IBA	PTN002792957 	J:265628 	
MGI:2441731	Ffar2	free fatty acid receptor 2	7		inflammatory response			IEA	KW-0395 	J:60000 	
MGI:2441731	Ffar2	free fatty acid receptor 2	7		leukocyte chemotaxis involved in inflammatory response			IMP		J:153951 	
MGI:2441731	Ffar2	free fatty acid receptor 2	7		positive regulation of acute inflammatory response to non-antigenic stimulus			IMP		J:211434 	
MGI:2441731	Ffar2	free fatty acid receptor 2	7		regulation of acute inflammatory response			IMP		J:153951 	
MGI:2685324	Ffar3	free fatty acid receptor 3	7		inflammatory response			IEA	KW-0395 	J:60000 	
MGI:2685324	Ffar3	free fatty acid receptor 3	7		positive regulation of acute inflammatory response to non-antigenic stimulus			IMP		J:211434 	
MGI:2147577	Ffar4	free fatty acid receptor 4	19		inflammatory response			IEA	KW-0395 	J:60000 	
MGI:2147577	Ffar4	free fatty acid receptor 4	19		negative regulation of inflammatory response			IDA		J:166091 	
MGI:95522	Fgfr1	fibroblast growth factor receptor 1	8		positive regulation of inflammatory response			ISO	RGD:620713 	J:155856 	
MGI:95566	Fn1	fibronectin 1	1		acute-phase response			IEA	KW-0011 	J:60000 	
MGI:1917195	Fndc4	fibronectin type III domain containing 4	5		negative regulation of inflammatory response			IBA	PTN000375226 	J:265628 	
MGI:1917195	Fndc4	fibronectin type III domain containing 4	5		negative regulation of inflammatory response			IDA		J:236896 	
MGI:1347470	Foxf1	forkhead box F1	8		negative regulation of inflammatory response			IMP	MGI:2179135 	J:154288 	
MGI:1891436	Foxp3	forkhead box P3	X		negative regulation of chronic inflammatory response			IDA		J:116306 	
MGI:1891436	Foxp3	forkhead box P3	X		negative regulation of chronic inflammatory response			IMP	MGI:3696705 	J:117165 	
MGI:1891436	Foxp3	forkhead box P3	X		negative regulation of inflammatory response	regulates a function/process that has the participant lung|regulates a function/process that has the participant liver		IMP	MGI:1857034 	J:102496 	
MGI:107443	Fpr1	formyl peptide receptor 1	17		inflammatory response			IBA	PTN001200752 	J:265628 	
MGI:1278319	Fpr2	formyl peptide receptor 2	17		inflammatory response			IBA	PTN001200752 	J:265628 	
MGI:1278319	Fpr2	formyl peptide receptor 2	17		negative regulation of inflammatory response			ISO	P25090 	J:164563 	
MGI:1194495	Fpr3	formyl peptide receptor 3	17		inflammatory response			IBA	PTN001200752 	J:265628 	
MGI:1278318	Fpr-rs3	formyl peptide receptor, related sequence 3	17		inflammatory response			IBA	PTN001200752 	J:265628 	
MGI:1278317	Fpr-rs4	formyl peptide receptor, related sequence 4	17		inflammatory response			IBA	PTN001200752 	J:265628 	
MGI:2448176	Fpr-rs6	formyl peptide receptor, related sequence 6	17		inflammatory response			IBA	PTN001200752 	J:265628 	
MGI:2448177	Fpr-rs7	formyl peptide receptor, related sequence 7	17		inflammatory response			IBA	PTN001200752 	J:265628 	
MGI:107692	Fut7	fucosyltransferase 7	2		inflammatory response			ISO	RGD:735019 	J:155856 	
MGI:107692	Fut7	fucosyltransferase 7	2		leukocyte migration involved in inflammatory response			IMP		J:79388 J:98399 	
MGI:107692	Fut7	fucosyltransferase 7	2		regulation of type IV hypersensitivity			IMP		J:79388 	
MGI:95637	Gal	galanin and GMAP prepropeptide	19		inflammatory response			ISO	RGD:61954 	J:155856 	
MGI:95663	Gata3	GATA binding protein 3	2		negative regulation of inflammatory response			ISO	P23771 	J:164563 	
MGI:2429943	Gbp5	guanylate binding protein 5	3		inflammatory response			IEA	KW-0395 	J:60000 	
MGI:2429943	Gbp5	guanylate binding protein 5	3		positive regulation of cytokine production involved in inflammatory response			IMP		J:183942 	
MGI:95706	Ggt1	gamma-glutamyltransferase 1	10		regulation of inflammatory response			IBA	PTN002618274 	J:265628 	
MGI:95706	Ggt1	gamma-glutamyltransferase 1	10		regulation of inflammatory response			IMP		J:177168 	
MGI:1346063	Ggt5	gamma-glutamyltransferase 5	10		inflammatory response			IBA	PTN002618263 	J:265628 	
MGI:1346063	Ggt5	gamma-glutamyltransferase 5	10		inflammatory response			IMP	MGI:2182354 	J:78478 	
MGI:1930008	Ghrl	ghrelin	6		negative regulation of inflammatory response			IBA	PTN000364583 	J:265628 	
MGI:1930008	Ghrl	ghrelin	6		negative regulation of inflammatory response			ISO	Q9UBU3 	J:164563 	
MGI:2441906	Ghsr	growth hormone secretagogue receptor	3		negative regulation of inflammatory response			ISO	Q92847 	J:164563 	
MGI:1927140	Git1	GIT ArfGAP 1	11		negative regulation of inflammatory response to wounding			IMP		J:297330 	
MGI:95713	Gja1	gap junction protein, alpha 1	10		chronic inflammatory response			ISO	RGD:2690 	J:155856 	
MGI:3645655	Gm5849	predicted gene 5849	3		chronic inflammatory response			IBA	PTN000181699 	J:265628 	
MGI:3645655	Gm5849	predicted gene 5849	3		leukocyte migration involved in inflammatory response			IBA	PTN000181699 	J:265628 	
MGI:1924104	Gper1	G protein-coupled estrogen receptor 1	5		inflammatory response			IEA	KW-0395 	J:60000 	
MGI:1924104	Gper1	G protein-coupled estrogen receptor 1	5		negative regulation of inflammatory response			ISO	Q99527 	J:164563 	
MGI:2441992	Gpr4	G protein-coupled receptor 4	7		positive regulation of inflammatory response			IMP		J:287083 	
MGI:3584514	Gpr17	G protein-coupled receptor 17	18		negative regulation of inflammatory response to antigenic stimulus	regulates a function/process that has the participant Cysltr1		IGI	MGI:1926218 	J:162477 	
MGI:3584514	Gpr17	G protein-coupled receptor 17	18		negative regulation of inflammatory response to antigenic stimulus			IMP	MGI:4819569 	J:162477 	
MGI:1354372	Gpr31b	G protein-coupled receptor 31, D17Leh66b region	17		negative regulation of inflammatory response			IMP		J:281185 	
MGI:1277106	Gpr33	G protein-coupled receptor 33	12		inflammatory response			IBA	PTN001200752 	J:265628 	
MGI:1927596	Gprc5b	G protein-coupled receptor, family C, group 5, member B	7		positive regulation of inflammatory response	happens in white fat		IMP		J:205618 	
MGI:1891751	Gps2	G protein pathway suppressor 2	11		negative regulation of inflammatory response			IDA		J:259118 	
MGI:2146785	Gpsm3	G-protein signalling modulator 3 (AGS3-like, C. elegans)	17		positive regulation of cytokine production involved in inflammatory response			IMP	MGI:4075252 	J:193270 	
MGI:2146785	Gpsm3	G-protein signalling modulator 3 (AGS3-like, C. elegans)	17		positive regulation of inflammatory response			IBA	PTN002935175 	J:265628 	
MGI:2146785	Gpsm3	G-protein signalling modulator 3 (AGS3-like, C. elegans)	17		positive regulation of inflammatory response			IMP	MGI:4075252 	J:193270 	
MGI:104887	Gpx1	glutathione peroxidase 1	9		negative regulation of inflammatory response to antigenic stimulus	regulates a function/process that has the participant large intestine		IGI	MGI:104887 MGI:106609 	J:103116 	
MGI:106609	Gpx2	glutathione peroxidase 2	12		negative regulation of inflammatory response to antigenic stimulus	regulates a function/process that has the participant large intestine		IGI	MGI:104887 MGI:106609 	J:103116 	
MGI:104767	Gpx4	glutathione peroxidase 4	10		regulation of inflammatory response			ISO	RGD:69226 	J:155856 	
MGI:95832	Grn	granulin	11		negative regulation of inflammatory response			IMP		J:156824 	
MGI:95832	Grn	granulin	11		negative regulation of microglial cell activation			IMP		J:188324 	
MGI:95832	Grn	granulin	11		negative regulation of respiratory burst involved in inflammatory response			ISO	P28799 	J:164563 	
MGI:95832	Grn	granulin	11		positive regulation of inflammatory response to wounding			IDA		J:269542 	
MGI:95832	Grn	granulin	11		regulation of inflammatory response			IBA	PTN000263638 	J:265628 	
MGI:1916396	Gsdmd	gasdermin D	15		inflammatory response			IEA	KW-0395 	J:60000 	
MGI:95865	Gstp1	glutathione S-transferase, pi 1	19		negative regulation of acute inflammatory response			NAS		J:172963 	
MGI:95957	H2-T23	histocompatibility 2, T region locus 23	17		positive regulation of antibody-dependent cellular cytotoxicity			ISO	P13747 	J:164563 	
MGI:2448375	H2bc1	H2B clustered histone 1	13		inflammatory response			IMP		J:149113 	
MGI:1933533	Hamp	hepcidin antimicrobial peptide	7		negative regulation of inflammatory response	regulates a function/process that happens in macrophage		IGI	MGI:1201791 	J:163717 	
MGI:2159682	Havcr2	hepatitis A virus cellular receptor 2	11		inflammatory response			IEA	KW-0395 	J:60000 	
MGI:96031	Hc	hemolytic complement	2		inflammatory response			IEA	KW-0395 	J:60000 	
MGI:96031	Hc	hemolytic complement	2		inflammatory response to wounding	uses Cfh		IGI		J:185883 	
MGI:96052	Hck	hemopoietic cell kinase	2		inflammatory response			IEA	KW-0395 	J:60000 	
