MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:2141180	Glmn	glomulin, FKBP associated protein	5		positive regulation of cytokine production			ISO	Q92990 	J:164563 	
MGI:2141180	Glmn	glomulin, FKBP associated protein	5		positive regulation of interleukin-2 production			ISO	Q92990 	J:73065 	
MGI:1927596	Gprc5b	G protein-coupled receptor, family C, group 5, member B	7		positive regulation of macrophage cytokine production	happens in white fat		IMP		J:205618 	
MGI:2146785	Gpsm3	G-protein signalling modulator 3 (AGS3-like, C. elegans)	17		positive regulation of cytokine production involved in inflammatory response			IMP	MGI:4075252 	J:193270 	
MGI:87940	Grk2	G protein-coupled receptor kinase 2	19		positive regulation of interleukin-6 production			ISO	RGD:2062 	J:155856 	
MGI:1916396	Gsdmd	gasdermin D	15		positive regulation of interleukin-1 beta production			IDA		J:229325 	
MGI:95915	H2-M3	histocompatibility 2, M region locus 3	17		positive regulation of interferon-gamma production			IMP	MGI:3701255 	J:118960 	
MGI:95915	H2-M3	histocompatibility 2, M region locus 3	17		positive regulation of interleukin-12 production			ISO	P17693 	J:164563 	
MGI:95915	H2-M3	histocompatibility 2, M region locus 3	17		positive regulation of macrophage cytokine production			ISO	P17693 	J:164563 	
MGI:95915	H2-M3	histocompatibility 2, M region locus 3	17		positive regulation of natural killer cell cytokine production			ISO	P17693 	J:164563 	
MGI:95938	H2-Q9	histocompatibility 2, Q region locus 9	17		positive regulation of interferon-gamma production			IDA		J:137349 	
MGI:95957	H2-T23	histocompatibility 2, T region locus 23	17		positive regulation of interleukin-13 production			ISO	P13747 	J:164563 	
MGI:95957	H2-T23	histocompatibility 2, T region locus 23	17		positive regulation of interleukin-4 production			ISO	P13747 	J:164563 	
MGI:95957	H2-T23	histocompatibility 2, T region locus 23	17		positive regulation of natural killer cell cytokine production			ISO	P13747 	J:164563 	
MGI:95957	H2-T23	histocompatibility 2, T region locus 23	17		positive regulation of TRAIL production			ISO	P13747 	J:164563 	
MGI:95957	H2-T23	histocompatibility 2, T region locus 23	17		positive regulation of tumor necrosis factor production			ISO	P13747 	J:164563 	
MGI:1306817	H60a	histocompatibility 60a	10		positive regulation of interferon-gamma production			IDA		J:82077 	
MGI:2159682	Havcr2	hepatitis A virus cellular receptor 2	11		positive regulation of chemokine production	happens in lung,happens in spleen,happens in macrophage,happens at the same time as positive regulation of defense response to bacterium,uses UniProtKB:P10889,uses UniProtKB:P30882		IMP	O08573 	J:166066 	
MGI:2159682	Havcr2	hepatitis A virus cellular receptor 2	11		positive regulation of cytokine production	happens in lung,happens in spleen,happens in macrophage,happens at the same time as positive regulation of defense response to bacterium,uses UniProtKB:P70380,uses UniProtKB:P10749,uses UniProtKB:P01582,uses UniProtKB:P06804,uses UniProtKB:P10855,uses UniProtKB:P14097,uses UniProtKB:P09920		IMP	O08573 	J:166066 	
MGI:2159682	Havcr2	hepatitis A virus cellular receptor 2	11		positive regulation of interferon-gamma production			IMP		J:209885 	
MGI:2159682	Havcr2	hepatitis A virus cellular receptor 2	11		positive regulation of interleukin-1 production	happens in lung,happens in spleen,happens in macrophage,happens at the same time as positive regulation of defense response to bacterium,uses UniProtKB:P29452		IMP	O08573 	J:166066 	
MGI:2159682	Havcr2	hepatitis A virus cellular receptor 2	11		positive regulation of interleukin-4 production			ISO	Q8TDQ0 	J:164563 	
MGI:2159682	Havcr2	hepatitis A virus cellular receptor 2	11		positive regulation of tumor necrosis factor production			IMP		J:127314 	
MGI:2159682	Havcr2	hepatitis A virus cellular receptor 2	11		positive regulation of tumor necrosis factor production			ISO	Q8TDQ0 	J:164563 	
MGI:96031	Hc	hemolytic complement	2		positive regulation of chemokine production			ISO	P01031 	J:164563 	
MGI:96031	Hc	hemolytic complement	2		positive regulation of vascular endothelial growth factor production			ISO	P01031 	J:164563 	
MGI:108086	Hdac1	histone deacetylase 1	4		positive regulation of chemokine (C-X-C motif) ligand 2 production			ISO	RGD:1309799 	J:155856 	
MGI:108086	Hdac1	histone deacetylase 1	4		positive regulation of interleukin-1 production			ISO	RGD:1309799 	J:155856 	
MGI:108086	Hdac1	histone deacetylase 1	4		positive regulation of tumor necrosis factor production			ISO	RGD:1309799 	J:155856 	
MGI:1097691	Hdac2	histone deacetylase 2	10		positive regulation of interleukin-1 production			ISO	RGD:619976 	J:155856 	
MGI:1097691	Hdac2	histone deacetylase 2	10		positive regulation of tumor necrosis factor production			ISO	RGD:619976 	J:155856 	
MGI:1924696	Heg1	heart development protein with EGF-like domains 1	16		positive regulation of fibroblast growth factor production	uses Fgf12,happens in endocardial lining,regulates a function/process that happens in endocardial lining|uses Fgf16,happens in endocardial lining,regulates a function/process that happens in endocardial lining		IGI	MGI:2385159 	J:187714 	
MGI:96079	Hgf	hepatocyte growth factor	5		positive regulation of interleukin-10 production			IDA		J:166840 	
MGI:106918	Hif1a	hypoxia inducible factor 1, alpha subunit	12		positive regulation of vascular endothelial growth factor production			ISO	Q16665 	J:164563 	
MGI:1916823	Hilpda	hypoxia inducible lipid droplet associated	6		positive regulation of cytokine production			ISO	Q9Y5L2 	J:164563 	
MGI:96103	Hk1	hexokinase 1	10		positive regulation of cytokine production involved in immune response			IDA		J:234642 	
MGI:96103	Hk1	hexokinase 1	10		positive regulation of interleukin-1 beta production			IDA		J:234642 	
MGI:96113	Hmgb1	high mobility group box 1	5		positive regulation of interferon-alpha production			IMP		J:154027 	
MGI:96113	Hmgb1	high mobility group box 1	5		positive regulation of interferon-beta production			IMP		J:154027 	
MGI:96113	Hmgb1	high mobility group box 1	5		positive regulation of interleukin-1 beta production			IMP		J:154027 	
MGI:96113	Hmgb1	high mobility group box 1	5		positive regulation of interleukin-6 production			IMP		J:154027 J:244884 	
MGI:96113	Hmgb1	high mobility group box 1	5		positive regulation of monocyte chemotactic protein-1 production			IMP		J:244884 	
MGI:96113	Hmgb1	high mobility group box 1	5		positive regulation of tumor necrosis factor production			IMP		J:154027 J:244884 	
MGI:96157	Hmgb2	high mobility group box 2	8		positive regulation of interferon-beta production			IMP		J:154027 	
MGI:1343124	Hpse	heparanase	5		positive regulation of vascular endothelial growth factor production			ISO	Q9Y251 	J:164563 	
MGI:96224	Hras	Harvey rat sarcoma virus oncogene	7		positive regulation of interferon-gamma production			IMP	MGI:2385945 	J:173261 	
MGI:96250	Hsp90aa1	heat shock protein 90, alpha (cytosolic), class A member 1	12		positive regulation of interferon-beta production			ISO	P07900 	J:164563 	
MGI:96240	Hspb1	heat shock protein 1	5		positive regulation of interleukin-1 beta production			IDA		J:173748 	
MGI:96240	Hspb1	heat shock protein 1	5		positive regulation of tumor necrosis factor production			IDA		J:173748 	
MGI:96242	Hspd1	heat shock protein 1 (chaperonin)	1		positive regulation of interferon-alpha production			IBA	PTN002900230 	J:265628 	
MGI:96242	Hspd1	heat shock protein 1 (chaperonin)	1		positive regulation of interferon-alpha production	regulates a function/process that happens in professional antigen presenting cell,regulates a function/process that has the participant Ifna		IDA		J:120927 	
MGI:96242	Hspd1	heat shock protein 1 (chaperonin)	1		positive regulation of interferon-alpha production			ISO	P10809 	J:164563 	
MGI:96242	Hspd1	heat shock protein 1 (chaperonin)	1		positive regulation of interferon-gamma production			IBA	PTN002900230 	J:265628 	
MGI:96242	Hspd1	heat shock protein 1 (chaperonin)	1		positive regulation of interferon-gamma production	regulates a function/process that happens in T cell,regulates a function/process that has the participant Ifng		IDA		J:94477 J:120927 	
MGI:96242	Hspd1	heat shock protein 1 (chaperonin)	1		positive regulation of interferon-gamma production	regulates a function/process that happens in T cell,regulates a function/process that has the participant Ifng		IGI	MGI:107658 	J:120927 	
MGI:96242	Hspd1	heat shock protein 1 (chaperonin)	1		positive regulation of interferon-gamma production			ISO	P10809 	J:73065 	
MGI:96242	Hspd1	heat shock protein 1 (chaperonin)	1		positive regulation of interleukin-10 production			ISO	P10809 	J:164563 	
MGI:96242	Hspd1	heat shock protein 1 (chaperonin)	1		positive regulation of interleukin-12 production			ISO	P10809 	J:164563 	
MGI:96242	Hspd1	heat shock protein 1 (chaperonin)	1		positive regulation of interleukin-6 production			IBA	PTN002900230 	J:265628 	
MGI:96242	Hspd1	heat shock protein 1 (chaperonin)	1		positive regulation of interleukin-6 production			ISO	RGD:621314 	J:155856 	
MGI:96242	Hspd1	heat shock protein 1 (chaperonin)	1		positive regulation of interleukin-6 production			ISO	P10809 	J:164563 	
MGI:96242	Hspd1	heat shock protein 1 (chaperonin)	1		positive regulation of tumor necrosis factor production			ISO	RGD:621314 	J:155856 	
MGI:109323	Htr2b	5-hydroxytryptamine (serotonin) receptor 2B	1		positive regulation of cytokine production			IMP		J:156435 	
MGI:109323	Htr2b	5-hydroxytryptamine (serotonin) receptor 2B	1		positive regulation of cytokine production			ISO	P41595 	J:164563 	
MGI:1196334	Hyal2	hyaluronoglucosaminidase 2	9		positive regulation of interleukin-6 production			ISO	Q12891 	J:164563 	
MGI:1196334	Hyal2	hyaluronoglucosaminidase 2	9		positive regulation of interleukin-6 production			ISS	Q12891 	J:148918 	
MGI:1196334	Hyal2	hyaluronoglucosaminidase 2	9		positive regulation of interleukin-8 production			ISO	Q12891 	J:164563 	
MGI:1196334	Hyal2	hyaluronoglucosaminidase 2	9		positive regulation of interleukin-8 production			ISS	Q12891 	J:148918 	
MGI:1354701	Icosl	icos ligand	10		positive regulation of interleukin-4 production			IMP		J:66702 	
MGI:96416	Ido1	indoleamine 2,3-dioxygenase 1	8		positive regulation of interleukin-12 production	regulates a function/process that happens in dendritic cell		IMP	MGI:3505776 	J:146236 	
MGI:1347080	Ifi202a	interferon activated gene 202A	1		positive regulation of interleukin-1 beta production			IBA	PTN000258203 	J:265628 	
MGI:96429	Ifi204	interferon activated gene 204	1		positive regulation of interleukin-1 beta production			IBA	PTN000258203 	J:265628 	
MGI:101847	Ifi205	interferon activated gene 205	1		positive regulation of interleukin-1 beta production			IBA	PTN000258203 	J:265628 	
MGI:3041120	Ifi211	interferon activated gene 211	1		positive regulation of interleukin-1 beta production			IBA	PTN000258203 	J:265628 	
MGI:1918836	Ifih1	interferon induced with helicase C domain 1	2		positive regulation of interferon-alpha production			ISO	Q9BYX4 	J:164563 	
MGI:1918836	Ifih1	interferon induced with helicase C domain 1	2		positive regulation of interferon-beta production			IBA	PTN000362755 	J:265628 	
MGI:1918836	Ifih1	interferon induced with helicase C domain 1	2		positive regulation of interferon-beta production			ISO	Q9BYX4 	J:164563 	
MGI:1918836	Ifih1	interferon induced with helicase C domain 1	2		positive regulation of interleukin-6 production			ISO	Q9BYX4 	J:164563 	
MGI:1918836	Ifih1	interferon induced with helicase C domain 1	2		positive regulation of tumor necrosis factor production			ISO	Q9BYX4 	J:164563 	
MGI:107658	Ifnar1	interferon (alpha and beta) receptor 1	16		positive regulation of interferon-beta production			IMP		J:219043 	
MGI:107658	Ifnar1	interferon (alpha and beta) receptor 1	16		positive regulation of interferon-gamma production	regulates a function/process that happens in T cell		IGI	MGI:96242 	J:120927 	
MGI:107658	Ifnar1	interferon (alpha and beta) receptor 1	16		positive regulation of interleukin-1 beta production			IMP		J:205949 	
MGI:107656	Ifng	interferon gamma	10		positive regulation of chemokine production			IDA		J:85159 	
MGI:107656	Ifng	interferon gamma	10		positive regulation of chemokine production			IMP	MGI:1857184 	J:85159 	
MGI:107656	Ifng	interferon gamma	10		positive regulation of chemokine production			ISO	P01579 	J:164563 	
MGI:107656	Ifng	interferon gamma	10		positive regulation of cytokine production			ISO	P01579 	J:164563 	
MGI:107656	Ifng	interferon gamma	10		positive regulation of interleukin-1 beta production	regulates a function/process that happens in microglial cell		IDA		J:232260 	
MGI:107656	Ifng	interferon gamma	10		positive regulation of interleukin-1 beta production			IMP	MGI:1857184 	J:85159 	
MGI:107656	Ifng	interferon gamma	10		positive regulation of interleukin-12 production	regulates a function/process that happens in peritoneal macrophage		IDA		J:111178 	
MGI:107656	Ifng	interferon gamma	10		positive regulation of interleukin-12 production			IDA		J:86244 	
MGI:107656	Ifng	interferon gamma	10		positive regulation of interleukin-12 production			ISO	P01579 	J:164563 	
MGI:107656	Ifng	interferon gamma	10		positive regulation of interleukin-23 production			ISO	P01579 	J:164563 	
MGI:107656	Ifng	interferon gamma	10		positive regulation of interleukin-6 production			IDA		J:85159 	
MGI:107656	Ifng	interferon gamma	10		positive regulation of interleukin-6 production			IMP	MGI:1857184 	J:85159 	
MGI:107656	Ifng	interferon gamma	10		positive regulation of interleukin-6 production			ISO	P01579 	J:164563 	
MGI:107656	Ifng	interferon gamma	10		positive regulation of tumor necrosis factor (ligand) superfamily member 11 production			ISO	P01579 	J:164563 	
MGI:107656	Ifng	interferon gamma	10		positive regulation of tumor necrosis factor production	regulates a function/process that happens in bone marrow macrophage|regulates a function/process that happens in microglial cell		IDA		J:274783 	
MGI:107656	Ifng	interferon gamma	10		positive regulation of tumor necrosis factor production			IDA		J:169823 J:169912 	
MGI:107656	Ifng	interferon gamma	10		positive regulation of tumor necrosis factor production	regulates a function/process that happens in microglial cell,is a part of microglial cell activation,happens in cerebral cortex		IGI	CPX-1062 	J:274855 	
MGI:107656	Ifng	interferon gamma	10		positive regulation of tumor necrosis factor production	regulates a function/process that happens in microglial cell		IGI	P05067 P49768 	J:232260 	
MGI:107656	Ifng	interferon gamma	10		positive regulation of tumor necrosis factor production	regulates a function/process that happens in glial cell		IGI	P15261 	J:117817 	
MGI:107655	Ifngr1	interferon gamma receptor 1	10		positive regulation of tumor necrosis factor production	regulates a function/process that happens in glial cell		IGI	P01579 	J:117817 	
MGI:96449	Igh-7	immunoglobulin heavy chain 7 (heavy chain of IgE)	12		positive regulation of granulocyte macrophage colony-stimulating factor production	regulates a function/process that happens in mast cell		IDA		J:37676 	
MGI:96449	Igh-7	immunoglobulin heavy chain 7 (heavy chain of IgE)	12		positive regulation of interleukin-3 production	regulates a function/process that happens in mast cell		IDA		J:37676 	
MGI:96449	Igh-7	immunoglobulin heavy chain 7 (heavy chain of IgE)	12		positive regulation of interleukin-6 production	regulates a function/process that happens in mast cell		IDA		J:88051 	
MGI:96449	Igh-7	immunoglobulin heavy chain 7 (heavy chain of IgE)	12		positive regulation of tumor necrosis factor production	regulates a function/process that happens in mast cell		IDA		J:88051 	
MGI:96542	Il1a	interleukin 1 alpha	2		positive regulation of cytokine production			ISO	P01583 	J:164563 	
MGI:96542	Il1a	interleukin 1 alpha	2		positive regulation of interleukin-2 production		PR:000045524	IDA		J:193599 	
MGI:96542	Il1a	interleukin 1 alpha	2		positive regulation of interleukin-2 production			ISO	RGD:2890 	J:155856 	
MGI:96542	Il1a	interleukin 1 alpha	2		positive regulation of interleukin-2 production			ISO	P01583 	J:164563 	
MGI:96542	Il1a	interleukin 1 alpha	2		positive regulation of interleukin-6 production		PR:000045524	IDA		J:193599 	
MGI:96542	Il1a	interleukin 1 alpha	2		positive regulation of interleukin-6 production			ISO	RGD:2890 	J:155856 	
MGI:96542	Il1a	interleukin 1 alpha	2		positive regulation of monocyte chemotactic protein-1 production		PR:000045524	IDA		J:193599 	
MGI:96542	Il1a	interleukin 1 alpha	2		positive regulation of tumor necrosis factor production			ISO	RGD:2890 	J:155856 	
MGI:96542	Il1a	interleukin 1 alpha	2		positive regulation of vascular endothelial growth factor production			IMP		J:82394 	
MGI:96543	Il1b	interleukin 1 beta	2		positive regulation of chemokine production			IDA		J:85159 	
MGI:96543	Il1b	interleukin 1 beta	2		positive regulation of granulocyte macrophage colony-stimulating factor production			ISO	P01584 	J:164563 	
MGI:96543	Il1b	interleukin 1 beta	2		positive regulation of interferon-gamma production			ISO	P01584 	J:164563 	
MGI:96543	Il1b	interleukin 1 beta	2		positive regulation of interleukin-2 production			ISO	P01584 	J:164563 	
MGI:96543	Il1b	interleukin 1 beta	2		positive regulation of interleukin-6 production	regulates a function/process that happens in fibroblast		IDA		J:93342 	
MGI:96543	Il1b	interleukin 1 beta	2		positive regulation of interleukin-6 production			IDA		J:85159 J:152781 J:161934 	
MGI:96543	Il1b	interleukin 1 beta	2		positive regulation of interleukin-6 production			ISO	RGD:2891 	J:155856 	
MGI:96543	Il1b	interleukin 1 beta	2		positive regulation of interleukin-6 production			ISO	O43645 	J:73065 	
MGI:96543	Il1b	interleukin 1 beta	2		positive regulation of interleukin-6 production			ISO	P01584 	J:164563 	
MGI:96543	Il1b	interleukin 1 beta	2		positive regulation of interleukin-8 production			ISO	P01584 	J:164563 	
MGI:96543	Il1b	interleukin 1 beta	2		positive regulation of monocyte chemotactic protein-1 production			ISO	P01584 	J:164563 	
MGI:96543	Il1b	interleukin 1 beta	2		positive regulation of T-helper 1 cell cytokine production			ISO	P01584 	J:164563 	
MGI:96543	Il1b	interleukin 1 beta	2		positive regulation of vascular endothelial growth factor production			IMP		J:82394 	
MGI:96543	Il1b	interleukin 1 beta	2		positive regulation of vascular endothelial growth factor production			ISO	P01584 	J:164563 	
MGI:96545	Il1r1	interleukin 1 receptor, type I	1		positive regulation of interferon-gamma production			ISO	P14778 	J:164563 	
MGI:96545	Il1r1	interleukin 1 receptor, type I	1		positive regulation of T-helper 1 cell cytokine production			ISO	P14778 	J:164563 	
MGI:104975	Il1rap	interleukin 1 receptor accessory protein	16		positive regulation of interleukin-13 production			IMP		J:151287 	
MGI:104975	Il1rap	interleukin 1 receptor accessory protein	16		positive regulation of interleukin-5 production			IMP		J:151287 	
MGI:104975	Il1rap	interleukin 1 receptor accessory protein	16		positive regulation of interleukin-6 production			IMP		J:127627 	
MGI:98427	Il1rl1	interleukin 1 receptor-like 1	1		positive regulation of chemokine production			IMP		J:157197 	
MGI:98427	Il1rl1	interleukin 1 receptor-like 1	1		positive regulation of interleukin-5 production			IGI	P08226 	J:132106 	
MGI:1913107	Il1rl2	interleukin 1 receptor-like 2	1		positive regulation of interleukin-6 production			IGI	MGI:1859324 MGI:1916927 MGI:2449929 	J:178804 	
MGI:96548	Il2	interleukin 2	3		positive regulation of interferon-gamma production			IDA		J:145327 	
MGI:96548	Il2	interleukin 2	3		positive regulation of interleukin-17 production			ISO	P60568 	J:164563 	
MGI:96556	Il4	interleukin 4	11		positive regulation of chemokine production			IDA		J:38368 	
MGI:96556	Il4	interleukin 4	11		positive regulation of interleukin-10 production			IBA	PTN002934025 	J:265628 	
MGI:96556	Il4	interleukin 4	11		positive regulation of interleukin-10 production			ISO	RGD:2898 	J:155856 	
MGI:96556	Il4	interleukin 4	11		positive regulation of interleukin-10 production			ISO	P05112 	J:164563 	
MGI:96556	Il4	interleukin 4	11		positive regulation of interleukin-13 production			IBA	PTN002934025 	J:265628 	
MGI:96556	Il4	interleukin 4	11		positive regulation of interleukin-13 production			ISO	P05112 	J:164563 	
MGI:105367	Il4ra	interleukin 4 receptor, alpha	7		positive regulation of chemokine production			IMP		J:157197 	
MGI:96559	Il6	interleukin 6	5		positive regulation of chemokine production			ISO	P05231 	J:164563 	
MGI:96559	Il6	interleukin 6	5		positive regulation of cytokine production involved in inflammatory response			ISO	P05231 	J:164563 	
MGI:96559	Il6	interleukin 6	5		positive regulation of interleukin-1 beta production			ISO	P05231 	J:164563 	
MGI:96559	Il6	interleukin 6	5		positive regulation of interleukin-10 production			ISO	P05231 	J:164563 	
MGI:96559	Il6	interleukin 6	5		positive regulation of interleukin-17 production	happens in brain		IDA		J:273589 	
MGI:96559	Il6	interleukin 6	5		positive regulation of interleukin-6 production			ISO	P05231 	J:164563 	
MGI:96559	Il6	interleukin 6	5		positive regulation of interleukin-8 production			ISO	P05231 	J:164563 	
MGI:96559	Il6	interleukin 6	5		positive regulation of T-helper 2 cell cytokine production	uses UniProtKB:P18893		IMP		J:235269 	
MGI:96559	Il6	interleukin 6	5		positive regulation of tumor necrosis factor production			ISO	P05231 	J:164563 	
MGI:96559	Il6	interleukin 6	5		positive regulation of vascular endothelial growth factor production			ISO	P05231 	J:164563 	
MGI:105304	Il6ra	interleukin 6 receptor, alpha	3		positive regulation of chemokine production			ISO	P08887 	J:164563 	
MGI:105304	Il6ra	interleukin 6 receptor, alpha	3		positive regulation of interleukin-6 production			ISO	P08887 	J:164563 	
MGI:96561	Il7	interleukin 7	3		positive regulation of chemokine production			ISO	P13232 	J:164563 	
MGI:96563	Il9	interleukin 9	13		positive regulation of interleukin-5 production			IMP		J:115764 	
MGI:96537	Il10	interleukin 10	1		positive regulation of cytokine production			ISO	P22301 	J:164563 	
MGI:96539	Il12a	interleukin 12a	3		positive regulation of interferon-gamma production	regulates a function/process that happens in CD4-positive, alpha-beta T cell		IDA		J:173261 	
MGI:96539	Il12a	interleukin 12a	3		positive regulation of interferon-gamma production	regulates a function/process that happens in lymphocyte		IGI	MGI:96540 	J:111178 	
MGI:96539	Il12a	interleukin 12a	3		positive regulation of interferon-gamma production			IGI	MGI:107936 MGI:96540 	J:98417 	
MGI:96539	Il12a	interleukin 12a	3		positive regulation of interferon-gamma production			ISO	P29459 	J:164563 	
MGI:96540	Il12b	interleukin 12b	11		positive regulation of granulocyte macrophage colony-stimulating factor production			ISO	P29460 	J:164563 	
MGI:96540	Il12b	interleukin 12b	11		positive regulation of interferon-gamma production	regulates a function/process that happens in CD4-positive, alpha-beta T cell		IDA		J:173261 	
MGI:96540	Il12b	interleukin 12b	11		positive regulation of interferon-gamma production	regulates a function/process that happens in lymphocyte		IGI	MGI:96539 	J:111178 	
MGI:96540	Il12b	interleukin 12b	11		positive regulation of interferon-gamma production			IGI	MGI:107936 MGI:96539 	J:98417 	
MGI:96540	Il12b	interleukin 12b	11		positive regulation of interferon-gamma production			IMP		J:113450 	
MGI:96540	Il12b	interleukin 12b	11		positive regulation of interferon-gamma production			ISO	P29460 	J:164563 	
MGI:96540	Il12b	interleukin 12b	11		positive regulation of interleukin-10 production			ISO	P29460 	J:164563 	
MGI:96540	Il12b	interleukin 12b	11		positive regulation of interleukin-12 production			ISO	P29460 	J:164563 	
MGI:96540	Il12b	interleukin 12b	11		positive regulation of interleukin-17 production			ISO	P29460 	J:164563 	
MGI:96540	Il12b	interleukin 12b	11		positive regulation of tumor necrosis factor production			ISO	P29460 	J:164563 	
MGI:104579	Il12rb1	interleukin 12 receptor, beta 1	8		positive regulation of interferon-gamma production			ISO	P42701 	J:164563 	
MGI:1270861	Il12rb2	interleukin 12 receptor, beta 2	6		positive regulation of interferon-gamma production			ISO	Q99665 	J:164563 	
MGI:96541	Il13	interleukin 13	11		positive regulation of connective tissue growth factor production			ISO	RGD:68949 	J:155856 	
MGI:96541	Il13	interleukin 13	11		positive regulation of interleukin-10 production			ISO	P35225 	J:164563 	
MGI:103014	Il15	interleukin 15	8		positive regulation of cytokine production			IBA	PTN002682897 	J:265628 	
MGI:103014	Il15	interleukin 15	8		positive regulation of interleukin-17 production			ISO	P40933 	J:164563 	
MGI:1270855	Il16	interleukin 16	7		positive regulation of chemokine production	uses UniProtKB:P17515,happens in lung	UniProtKB:O54824:PRO_0000015418	IDA		J:287031 	
MGI:1270855	Il16	interleukin 16	7		positive regulation of interleukin-1 alpha production			ISO	Q14005 	J:164563 	
MGI:1270855	Il16	interleukin 16	7		positive regulation of interleukin-12 production			ISO	Q14005 	J:164563 	
MGI:1270855	Il16	interleukin 16	7		positive regulation of interleukin-6 production			ISO	Q14005 	J:164563 	
MGI:107364	Il17a	interleukin 17A	1		positive regulation of chemokine (C-X-C motif) ligand 1 production			IDA		J:155093 	
MGI:107364	Il17a	interleukin 17A	1		positive regulation of chemokine (C-X-C motif) ligand 1 production			ISO	Q16552 	J:164563 	
MGI:107364	Il17a	interleukin 17A	1		positive regulation of cytokine production involved in inflammatory response			IDA		J:153850 	
MGI:107364	Il17a	interleukin 17A	1		positive regulation of cytokine production involved in inflammatory response			IGI	MGI:107399 MGI:2159336 	J:134412 	
MGI:107364	Il17a	interleukin 17A	1		positive regulation of cytokine production involved in inflammatory response			ISO	Q16552 	J:164563 	
MGI:107364	Il17a	interleukin 17A	1		positive regulation of interleukin-1 beta production			ISO	Q16552 	J:164563 	
MGI:107364	Il17a	interleukin 17A	1		positive regulation of interleukin-12 production			ISO	Q16552 	J:164563 	
MGI:107364	Il17a	interleukin 17A	1		positive regulation of interleukin-16 production			ISO	Q16552 	J:164563 	
MGI:107364	Il17a	interleukin 17A	1		positive regulation of interleukin-23 production			ISO	Q16552 	J:164563 	
MGI:107364	Il17a	interleukin 17A	1		positive regulation of interleukin-6 production	uses UniProtKB:Q8K4C2		IMP		J:161934 	
MGI:107364	Il17a	interleukin 17A	1		positive regulation of interleukin-6 production			ISO	Q16552 	J:164563 	
MGI:107364	Il17a	interleukin 17A	1		positive regulation of tumor necrosis factor production			ISO	Q16552 	J:164563 	
MGI:1928397	Il17b	interleukin 17B	18		positive regulation of cytokine production involved in inflammatory response			IDA		J:153850 	
MGI:2446486	Il17c	interleukin 17C	8		positive regulation of cytokine production involved in inflammatory response			IDA		J:153850 	
MGI:2446510	Il17d	interleukin 17D	14		positive regulation of cytokine production involved in inflammatory response			ISO	Q8TAD2 	J:164563 	
MGI:2446510	Il17d	interleukin 17D	14		positive regulation of granulocyte macrophage colony-stimulating factor production			ISO	Q8TAD2 	J:164563 	
MGI:2446510	Il17d	interleukin 17D	14		positive regulation of interleukin-6 production			ISO	Q8TAD2 	J:164563 	
MGI:2446510	Il17d	interleukin 17D	14		positive regulation of interleukin-8 production			ISO	Q8TAD2 	J:164563 	
MGI:2676631	Il17f	interleukin 17F	1		positive regulation of chemokine (C-X-C motif) ligand 1 production			ISO	Q96PD4 	J:164563 	
MGI:2676631	Il17f	interleukin 17F	1		positive regulation of cytokine production involved in inflammatory response			IDA		J:134412 J:153850 	
MGI:2676631	Il17f	interleukin 17F	1		positive regulation of cytokine production involved in inflammatory response			IGI	MGI:107399 	J:134412 	
MGI:2676631	Il17f	interleukin 17F	1		positive regulation of interleukin-6 production	uses UniProtKB:Q8K4C2		IMP		J:161934 	
MGI:2676631	Il17f	interleukin 17F	1		positive regulation of interleukin-6 production			ISO	Q96PD4 	J:164563 	
MGI:107399	Il17ra	interleukin 17 receptor A	6		positive regulation of chemokine (C-X-C motif) ligand 1 production			ISO	Q96F46 	J:164563 	
MGI:107399	Il17ra	interleukin 17 receptor A	6		positive regulation of cytokine production involved in inflammatory response			IGI	MGI:107364 MGI:2676631 	J:134412 	
MGI:107399	Il17ra	interleukin 17 receptor A	6		positive regulation of interleukin-13 production			IMP	MGI:2450882 	J:139080 	
MGI:107399	Il17ra	interleukin 17 receptor A	6		positive regulation of interleukin-23 production			ISO	Q96F46 	J:164563 	
MGI:107399	Il17ra	interleukin 17 receptor A	6		positive regulation of interleukin-5 production			IMP	MGI:2450882 	J:139080 	
MGI:107399	Il17ra	interleukin 17 receptor A	6		positive regulation of interleukin-6 production			ISO	Q96F46 	J:164563 	
MGI:1355292	Il17rb	interleukin 17 receptor B	14		positive regulation of interleukin-13 production			IMP	MGI:3809835 	J:139080 	
MGI:1355292	Il17rb	interleukin 17 receptor B	14		positive regulation of interleukin-5 production			IMP	MGI:3809835 	J:139080 	
MGI:2159336	Il17rc	interleukin 17 receptor C	6		positive regulation of cytokine production involved in inflammatory response			IGI	MGI:107364 	J:134412 	
MGI:2159336	Il17rc	interleukin 17 receptor C	6		positive regulation of interleukin-6 production			IMP		J:161934 	
MGI:107936	Il18	interleukin 18	9		positive regulation of chemokine production			ISO	RGD:2889 	J:155856 	
MGI:107936	Il18	interleukin 18	9		positive regulation of granulocyte macrophage colony-stimulating factor production			ISO	Q14116 	J:164563 	
MGI:107936	Il18	interleukin 18	9		positive regulation of interferon-gamma production	regulates a function/process that happens in T cell		IDA		J:70298 	
MGI:107936	Il18	interleukin 18	9		positive regulation of interferon-gamma production	regulates a function/process that happens in T-helper 1 cell		IDA		J:75401 	
