NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
GOBP_REGULATION_OF_COLLAGEN_METABOLIC_PROCESS	55	55		
GOBP_NEGATIVE_REGULATION_OF_COLLAGEN_METABOLIC_PROCESS	17	17		
GOBP_POSITIVE_REGULATION_OF_COLLAGEN_METABOLIC_PROCESS	34	34		
GOBP_REGULATION_OF_EXTRACELLULAR_MATRIX_DISASSEMBLY	16	16		
GOBP_REGULATION_OF_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	97	97		
GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	49	49		
GOBP_NEGATIVE_REGULATION_OF_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	36	36		
GOBP_POSITIVE_REGULATION_OF_CELL_DEVELOPMENT	383	378		
GOBP_NEGATIVE_REGULATION_OF_CELL_DEVELOPMENT	210	209		
GOBP_POSITIVE_REGULATION_OF_HYDROGEN_PEROXIDE_METABOLIC_PROCESS	9		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_HYDROGEN_PEROXIDE_METABOLIC_PROCESS	8		Rejected!	
GOBP_REGULATION_OF_HYDROGEN_PEROXIDE_BIOSYNTHETIC_PROCESS	12		Rejected!	
GOBP_POSITIVE_REGULATION_OF_HYDROGEN_PEROXIDE_BIOSYNTHETIC_PROCESS	7		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_HYDROGEN_PEROXIDE_BIOSYNTHETIC_PROCESS	5		Rejected!	
GOBP_PROTEIN_KINASE_A_SIGNALING	38	37		
GOBP_REGULATION_OF_PROTEIN_KINASE_A_SIGNALING	23	23		
GOBP_POSITIVE_REGULATION_OF_PROTEIN_KINASE_A_SIGNALING	13		Rejected!	
GOBP_REGULATION_OF_MACROPHAGE_DERIVED_FOAM_CELL_DIFFERENTIATION	22	21		
GOBP_POSITIVE_REGULATION_OF_MACROPHAGE_DERIVED_FOAM_CELL_DIFFERENTIATION	12		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_MACROPHAGE_DERIVED_FOAM_CELL_DIFFERENTIATION	10		Rejected!	
GOBP_REGULATION_OF_LONG_CHAIN_FATTY_ACID_IMPORT_ACROSS_PLASMA_MEMBRANE	7		Rejected!	
GOBP_REGULATION_OF_NITRIC_OXIDE_MEDIATED_SIGNAL_TRANSDUCTION	11		Rejected!	
GOBP_REGULATION_OF_CGMP_MEDIATED_SIGNALING	16	16		
GOBP_POSITIVE_REGULATION_OF_CGMP_MEDIATED_SIGNALING	9		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CGMP_MEDIATED_SIGNALING	6		Rejected!	
GOBP_REGULATION_OF_PLASMINOGEN_ACTIVATION	18	18		
GOBP_POSITIVE_REGULATION_OF_PLASMINOGEN_ACTIVATION	9		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_PLASMINOGEN_ACTIVATION	8		Rejected!	
GOBP_REGULATION_OF_MACROPHAGE_CHEMOTAXIS	34	34		
GOBP_POSITIVE_REGULATION_OF_MACROPHAGE_CHEMOTAXIS	25	25		
GOBP_NEGATIVE_REGULATION_OF_MACROPHAGE_CHEMOTAXIS	6		Rejected!	
GOBP_FIBROBLAST_MIGRATION	71	69		
GOBP_REGULATION_OF_FIBROBLAST_MIGRATION	49	47		
GOBP_POSITIVE_REGULATION_OF_FIBROBLAST_MIGRATION	25	24		
GOBP_NEGATIVE_REGULATION_OF_FIBROBLAST_MIGRATION	10		Rejected!	
GOBP_POSITIVE_REGULATION_OF_SODIUM_ION_TRANSPORT	45	44		
GOBP_NEGATIVE_REGULATION_OF_SODIUM_ION_TRANSPORT	21	21		
GOBP_REGULATION_OF_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION	120	120		
GOBP_NEGATIVE_REGULATION_OF_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION	15	15		
GOBP_DNA_DOUBLE_STRAND_BREAK_PROCESSING_INVOLVED_IN_REPAIR_VIA_SINGLE_STRAND_ANNEALING	5		Rejected!	
GOBP_REGULATION_OF_MRNA_EXPORT_FROM_NUCLEUS	7		Rejected!	
GOBP_REGULATION_OF_PEPTIDYL_THREONINE_PHOSPHORYLATION	49	49		
GOBP_POSITIVE_REGULATION_OF_PEPTIDYL_THREONINE_PHOSPHORYLATION	30	30		
GOBP_NEGATIVE_REGULATION_OF_PEPTIDYL_THREONINE_PHOSPHORYLATION	20	20		
GOBP_REGULATION_OF_TUMOR_NECROSIS_FACTOR_MEDIATED_SIGNALING_PATHWAY	39	39		
GOBP_NEGATIVE_REGULATION_OF_TUMOR_NECROSIS_FACTOR_MEDIATED_SIGNALING_PATHWAY	19	19		
GOBP_REGULATION_OF_SYNAPTIC_VESICLE_PRIMING	11		Rejected!	
GOBP_REGULATION_OF_CELL_SUBSTRATE_ADHESION	225	223		
GOBP_POSITIVE_REGULATION_OF_CELL_SUBSTRATE_ADHESION	138	137		
GOBP_NEGATIVE_REGULATION_OF_CELL_SUBSTRATE_ADHESION	61	60		
GOBP_BRADYKININ_CATABOLIC_PROCESS	6		Rejected!	
GOBP_REGULATION_OF_HORMONE_LEVELS	592		Rejected!	
GOBP_T_CELL_CHEMOTAXIS	24	23		
GOBP_REGULATION_OF_T_CELL_CHEMOTAXIS	17	17		
GOBP_REGULATION_OF_MITOCHONDRION_ORGANIZATION	146	144		
GOBP_POSITIVE_REGULATION_OF_MITOCHONDRION_ORGANIZATION	77	77		
GOBP_NEGATIVE_REGULATION_OF_MITOCHONDRION_ORGANIZATION	55	54		
GOBP_REGULATION_OF_CENTROSOME_DUPLICATION	46	46		
GOBP_POSITIVE_REGULATION_OF_CENTROSOME_DUPLICATION	6		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CENTROSOME_DUPLICATION	11		Rejected!	
GOBP_REGULATION_OF_GLUCOSE_TRANSMEMBRANE_TRANSPORT	88	86		
GOBP_POSITIVE_REGULATION_OF_GLUCOSE_TRANSMEMBRANE_TRANSPORT	52	50		
GOBP_NEGATIVE_REGULATION_OF_GLUCOSE_TRANSMEMBRANE_TRANSPORT	26	26		
GOBP_REGULATION_OF_MYOTUBE_DIFFERENTIATION	44	43		
GOBP_POSITIVE_REGULATION_OF_MYOTUBE_DIFFERENTIATION	15	15		
GOBP_NEGATIVE_REGULATION_OF_MYOTUBE_DIFFERENTIATION	15		Rejected!	
GOBP_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING	76	75		
GOBP_REGULATION_OF_PROTEIN_ADP_RIBOSYLATION	9		Rejected!	
GOBP_REGULATION_OF_KERATINOCYTE_PROLIFERATION	49	48		
GOBP_POSITIVE_REGULATION_OF_KERATINOCYTE_PROLIFERATION	15		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_KERATINOCYTE_PROLIFERATION	27	27		
GOBP_REGULATION_OF_CIRCADIAN_SLEEP_WAKE_CYCLE_WAKEFULNESS	6		Rejected!	
GOBP_RETINA_LAYER_FORMATION	24	24		
GOBP_POSITIVE_REGULATION_OF_PATHWAY_RESTRICTED_SMAD_PROTEIN_PHOSPHORYLATION	50	49		
GOBP_REGULATION_OF_TRIGLYCERIDE_BIOSYNTHETIC_PROCESS	25	25		
GOBP_POSITIVE_REGULATION_OF_TRIGLYCERIDE_BIOSYNTHETIC_PROCESS	19	19		
GOBP_REGULATION_OF_CHOLESTEROL_ESTERIFICATION	13		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CHOLESTEROL_ESTERIFICATION	10		Rejected!	
GOBP_REGULATION_OF_CHOLESTEROL_EFFLUX	43	42		
GOBP_POSITIVE_REGULATION_OF_CHOLESTEROL_EFFLUX	32	31		
GOBP_LIPID_LOCALIZATION	470	458		
GOBP_CHOLESTEROL_STORAGE	24	23		
GOBP_REGULATION_OF_CARDIAC_MUSCLE_CONTRACTION_BY_REGULATION_OF_THE_RELEASE_OF_SEQUESTERED_CALCIUM_ION	9		Rejected!	
GOBP_REGULATION_OF_CARDIAC_MUSCLE_CONTRACTION_BY_CALCIUM_ION_SIGNALING	14		Rejected!	
GOBP_REGULATION_OF_LIPID_STORAGE	54	52		
GOBP_POSITIVE_REGULATION_OF_LIPID_STORAGE	25	24		
GOBP_POSITIVE_REGULATION_OF_CHOLESTEROL_STORAGE	7		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CHOLESTEROL_STORAGE	15		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_LIPID_STORAGE	26	25		
GOBP_REGULATION_OF_SEQUESTERING_OF_TRIGLYCERIDE	15		Rejected!	
GOBP_POSITIVE_REGULATION_OF_SEQUESTERING_OF_TRIGLYCERIDE	9		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_SEQUESTERING_OF_TRIGLYCERIDE	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_STEROID_BIOSYNTHETIC_PROCESS	29	29		
GOBP_REGULATION_OF_TRIGLYCERIDE_CATABOLIC_PROCESS	17	16		
GOBP_NEGATIVE_REGULATION_OF_TRIGLYCERIDE_CATABOLIC_PROCESS	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_TRIGLYCERIDE_CATABOLIC_PROCESS	12		Rejected!	
GOBP_REGULATION_OF_VERY_LOW_DENSITY_LIPOPROTEIN_PARTICLE_REMODELING	5		Rejected!	
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS	114	112		
GOBP_POSITIVE_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS	47	46		
GOBP_REGULATION_OF_ISOMERASE_ACTIVITY	5		Rejected!	
GOBP_REGULATION_OF_VERY_LOW_DENSITY_LIPOPROTEIN_PARTICLE_CLEARANCE	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_POTENTIAL	15	15		
GOBP_POSITIVE_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_POTENTIAL	18	18		
GOBP_REGULATION_OF_INOSITOL_PHOSPHATE_BIOSYNTHETIC_PROCESS	17	16		
GOBP_REGULATION_OF_PHOSPHATASE_ACTIVITY	86	85		
GOBP_POSITIVE_REGULATION_OF_PHOSPHATASE_ACTIVITY	36	36		
GOBP_NEGATIVE_REGULATION_OF_PHOSPHATASE_ACTIVITY	37	36		
GOBP_CELLULAR_COMPONENT_ASSEMBLY_INVOLVED_IN_MORPHOGENESIS	126	123		
GOBP_MACROPHAGE_CYTOKINE_PRODUCTION	52	52		
GOBP_NEGATIVE_REGULATION_OF_MACROPHAGE_CYTOKINE_PRODUCTION	14		Rejected!	
GOBP_REGULATION_OF_NECROTIC_CELL_DEATH	41	39		
GOBP_POSITIVE_REGULATION_OF_NECROTIC_CELL_DEATH	14		Rejected!	
GOBP_REGULATION_OF_CELL_DEATH	1796		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CELL_DEATH	690		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_TRANSCRIPTION_BY_COMPETITIVE_PROMOTER_BINDING	10		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE_PROCESS	302	298		
GOBP_NEGATIVE_REGULATION_OF_ENDOPEPTIDASE_ACTIVITY	187	174		
GOBP_POSITIVE_REGULATION_OF_PEPTIDASE_ACTIVITY	181	179		
GOBP_NEGATIVE_REGULATION_OF_VITAMIN_D_BIOSYNTHETIC_PROCESS	5		Rejected!	
GOBP_REGULATION_OF_METAL_ION_TRANSPORT	459	456		
GOBP_MAGNESIUM_ION_HOMEOSTASIS	15		Rejected!	
GOBP_CELLULAR_MAGNESIUM_ION_HOMEOSTASIS	5		Rejected!	
GOBP_REGULATION_OF_GLUCAN_BIOSYNTHETIC_PROCESS	30	29		
GOBP_REGULATION_OF_PHOSPHATE_TRANSPORT	9		Rejected!	
GOBP_REGULATION_OF_MICROTUBULE_NUCLEATION	9		Rejected!	
GOBP_TRANSPORT_ALONG_MICROTUBULE	174	171		
GOBP_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT	554		Rejected!	
GOBP_POSITIVE_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT	227	227		
GOBP_NEGATIVE_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT	159	159		
GOBP_REGULATION_OF_LIPOPROTEIN_PARTICLE_CLEARANCE	23	22		
GOBP_NEGATIVE_REGULATION_OF_LIPOPROTEIN_PARTICLE_CLEARANCE	12		Rejected!	
GOBP_POSITIVE_REGULATION_OF_LIPOPROTEIN_PARTICLE_CLEARANCE	6		Rejected!	
GOBP_REGULATION_OF_LOW_DENSITY_LIPOPROTEIN_PARTICLE_CLEARANCE	15	15		
GOBP_NEGATIVE_REGULATION_OF_LOW_DENSITY_LIPOPROTEIN_PARTICLE_CLEARANCE	8		Rejected!	
GOBP_REGULATION_OF_SMAD_PROTEIN_COMPLEX_ASSEMBLY	6		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_SMAD_PROTEIN_COMPLEX_ASSEMBLY	5		Rejected!	
GOBP_UBIQUITIN_RECYCLING	11		Rejected!	
GOBP_FREE_UBIQUITIN_CHAIN_POLYMERIZATION	8		Rejected!	
GOBP_RESPONSE_TO_AUDITORY_STIMULUS	26	26		
GOBP_REGULATION_OF_TRANSLATIONAL_INITIATION_BY_EIF2_ALPHA_PHOSPHORYLATION	12		Rejected!	
GOBP_ASTROCYTE_DEVELOPMENT	35	34		
GOBP_OLIGODENDROCYTE_DEVELOPMENT	48	48		
GOBP_MICROGLIA_DIFFERENTIATION	9		Rejected!	
GOBP_MICROGLIA_DEVELOPMENT	6		Rejected!	
GOBP_GLIAL_CELL_PROLIFERATION	71	71		
GOBP_SCHWANN_CELL_PROLIFERATION	13		Rejected!	
GOBP_REGULATION_OF_GLIOGENESIS	135	135		
GOBP_NEGATIVE_REGULATION_OF_GLIOGENESIS	58	58		
GOBP_POSITIVE_REGULATION_OF_GLIOGENESIS	86	86		
GOBP_NEUROBLAST_DIFFERENTIATION	9		Rejected!	
GOBP_PRIMARY_NEURAL_TUBE_FORMATION	119	119		
GOBP_NEURAL_CREST_FORMATION	14		Rejected!	
GOBP_MESENCHYMAL_CELL_DEVELOPMENT	8		Rejected!	
GOBP_NEURAL_CREST_CELL_DIFFERENTIATION	103	102		
GOBP_NEURAL_CREST_CELL_FATE_COMMITMENT	5		Rejected!	
GOBP_SCHWANN_CELL_DIFFERENTIATION	42	41		
GOBP_REGULATION_OF_NEURON_MATURATION	18	17		
GOBP_POSITIVE_REGULATION_OF_NEURON_MATURATION	7		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_NEURON_MATURATION	6		Rejected!	
GOBP_SCHWANN_CELL_DEVELOPMENT	35	34		
GOBP_DOPAMINE_SECRETION	44	44		
GOBP_GLUTAMATE_SECRETION	34	34		
GOBP_REGULATION_OF_GLUTAMATE_SECRETION	25	25		
GOBP_POSITIVE_REGULATION_OF_GLUTAMATE_SECRETION	15	15		
GOBP_NEGATIVE_REGULATION_OF_GLUTAMATE_SECRETION	8		Rejected!	
GOBP_GAMMA_AMINOBUTYRIC_ACID_SECRETION	19	19		
GOBP_REGULATION_OF_GAMMA_AMINOBUTYRIC_ACID_SECRETION	13		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_GAMMA_AMINOBUTYRIC_ACID_SECRETION	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_GAMMA_AMINOBUTYRIC_ACID_SECRETION	7		Rejected!	
GOBP_REGULATION_OF_SEROTONIN_SECRETION	10		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_SEROTONIN_SECRETION	5		Rejected!	
GOBP_PHOSPHATIDYLINOSITOL_3_KINASE_SIGNALING	134	133		
GOBP_REGULATION_OF_PHOSPHATIDYLINOSITOL_3_KINASE_SIGNALING	101	101		
GOBP_NEGATIVE_REGULATION_OF_PHOSPHATIDYLINOSITOL_3_KINASE_SIGNALING	17	17		
GOBP_POSITIVE_REGULATION_OF_PHOSPHATIDYLINOSITOL_3_KINASE_SIGNALING	74	74		
GOBP_RESPONSE_TO_ORGANIC_CYCLIC_COMPOUND	816		Rejected!	
GOBP_RESPONSE_TO_ISOQUINOLINE_ALKALOID	19	19		
GOBP_RESPONSE_TO_PURINE_CONTAINING_COMPOUND	109	108		
GOBP_RESPONSE_TO_AMINE	24	24		
GOBP_STRIATED_MUSCLE_TISSUE_DEVELOPMENT	292	285		
GOBP_SKELETAL_MUSCLE_SATELLITE_CELL_ACTIVATION	8		Rejected!	
GOBP_REGULATION_OF_TWITCH_SKELETAL_MUSCLE_CONTRACTION	5		Rejected!	
GOBP_REGULATION_OF_SKELETAL_MUSCLE_ADAPTATION	15	15		
GOBP_SKELETAL_MUSCLE_HYPERTROPHY	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_MUSCLE_HYPERTROPHY	36	35		
GOBP_POSITIVE_REGULATION_OF_MUSCLE_HYPERTROPHY	42	40		
GOBP_REGULATION_OF_MUSCLE_HYPERTROPHY	78	76		
GOBP_POSITIVE_REGULATION_OF_MUSCLE_ADAPTATION	7		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_MUSCLE_ADAPTATION	13		Rejected!	
GOBP_REGULATION_OF_SOMITOGENESIS	7		Rejected!	
GOBP_MUSCLE_CELL_MIGRATION	126	126		
GOBP_SKELETAL_MUSCLE_SATELLITE_CELL_DIFFERENTIATION	9		Rejected!	
GOBP_REGULATION_OF_SKELETAL_MUSCLE_CONTRACTION	15	15		
GOBP_TONIC_SMOOTH_MUSCLE_CONTRACTION	14		Rejected!	
GOBP_PHASIC_SMOOTH_MUSCLE_CONTRACTION	27	27		
GOBP_RESPONSE_TO_ACTIVITY	38	35		
GOBP_INTESTINE_SMOOTH_MUSCLE_CONTRACTION	9		Rejected!	
GOBP_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CONTRACTION	27	27		
GOBP_GASTRO_INTESTINAL_SYSTEM_SMOOTH_MUSCLE_CONTRACTION	14		Rejected!	
GOBP_URINARY_BLADDER_SMOOTH_MUSCLE_CONTRACTION	11		Rejected!	
GOBP_SKELETAL_MUSCLE_SATELLITE_CELL_MAINTENANCE_INVOLVED_IN_SKELETAL_MUSCLE_REGENERATION	5		Rejected!	
GOBP_SKELETAL_MUSCLE_SATELLITE_CELL_PROLIFERATION	15	15		
GOBP_REGULATION_OF_SKELETAL_MUSCLE_SATELLITE_CELL_PROLIFERATION	12		Rejected!	
GOBP_URINARY_TRACT_SMOOTH_MUSCLE_CONTRACTION	14		Rejected!	
GOBP_RESPONSE_TO_MUSCLE_ACTIVITY	23	20		
GOBP_RESPONSE_TO_INACTIVITY	6		Rejected!	
GOBP_STRIATED_MUSCLE_CELL_PROLIFERATION	85	82		
GOBP_SKELETAL_MUSCLE_CELL_PROLIFERATION	20	20		
GOBP_REGULATION_OF_SKELETAL_MUSCLE_CELL_PROLIFERATION	16	16		
GOBP_POSITIVE_REGULATION_OF_SKELETAL_MUSCLE_CELL_PROLIFERATION	5		Rejected!	
GOBP_SKELETAL_MYOFIBRIL_ASSEMBLY	9		Rejected!	
GOBP_RESPONSE_TO_MUSCLE_ACTIVITY_INVOLVED_IN_REGULATION_OF_MUSCLE_ADAPTATION	5		Rejected!	
GOBP_RESPONSE_TO_STIMULUS_INVOLVED_IN_REGULATION_OF_MUSCLE_ADAPTATION	12		Rejected!	
GOBP_TRANSITION_BETWEEN_FAST_AND_SLOW_FIBER	10		Rejected!	
GOBP_CARDIAC_MUSCLE_ADAPTATION	29	27		
GOBP_STRIATED_MUSCLE_ADAPTATION	51	49		
GOBP_MUSCLE_ATROPHY	11		Rejected!	
GOBP_STRIATED_MUSCLE_ATROPHY	5		Rejected!	
GOBP_MUSCLE_HYPERTROPHY	113	110		
GOBP_SATELLITE_CELL_ACTIVATION_INVOLVED_IN_SKELETAL_MUSCLE_REGENERATION	5		Rejected!	
GOBP_MYOTUBE_DIFFERENTIATION	142	138		
GOBP_MYOTUBE_CELL_DEVELOPMENT	53	51		
GOBP_MYOBLAST_FUSION_INVOLVED_IN_SKELETAL_MUSCLE_REGENERATION	6		Rejected!	
GOBP_MYOTUBE_DIFFERENTIATION_INVOLVED_IN_SKELETAL_MUSCLE_REGENERATION	10		Rejected!	
GOBP_SMOOTH_MUSCLE_CELL_MIGRATION	111	111		
GOBP_POSITIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_MIGRATION	64	64		
GOBP_NEGATIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_MIGRATION	36	36		
GOBP_HEPARAN_SULFATE_PROTEOGLYCAN_BIOSYNTHETIC_PROCESS	29	29		
GOBP_HEPARAN_SULFATE_PROTEOGLYCAN_BIOSYNTHETIC_PROCESS_POLYSACCHARIDE_CHAIN_BIOSYNTHETIC_PROCESS	7		Rejected!	
GOBP_HEPARAN_SULFATE_PROTEOGLYCAN_BIOSYNTHETIC_PROCESS_ENZYMATIC_MODIFICATION	5		Rejected!	
GOBP_DNA_INTEGRATION	12		Rejected!	
GOBP_GAS_TRANSPORT	18	17		
GOBP_CARBON_DIOXIDE_TRANSPORT	9		Rejected!	
GOBP_OXYGEN_TRANSPORT	9		Rejected!	
GOBP_COPPER_ION_IMPORT	7		Rejected!	
GOBP_MAGNESIUM_ION_TRANSPORT	15	15		
GOBP_ORGANIC_CATION_TRANSPORT	59	58		
GOBP_QUATERNARY_AMMONIUM_GROUP_TRANSPORT	16	15		
GOBP_INORGANIC_ANION_TRANSPORT	152	150		
GOBP_BICARBONATE_TRANSPORT	18	18		
GOBP_IODIDE_TRANSPORT	7		Rejected!	
GOBP_ORGANIC_ANION_TRANSPORT	357	342		
GOBP_HEXOSE_PHOSPHATE_TRANSPORT	5		Rejected!	
GOBP_MONOCARBOXYLIC_ACID_TRANSPORT	124	119		
GOBP_BILE_ACID_AND_BILE_SALT_TRANSPORT	31	27		
GOBP_CANALICULAR_BILE_ACID_TRANSPORT	6		Rejected!	
GOBP_OXALOACETATE_TRANSPORT	5		Rejected!	
GOBP_PROSTAGLANDIN_TRANSPORT	25	25		
GOBP_TAURINE_TRANSPORT	6		Rejected!	
GOBP_SIALIC_ACID_TRANSPORT	5		Rejected!	
GOBP_C4_DICARBOXYLATE_TRANSPORT	27	27		
GOBP_SUCCINATE_TRANSPORT	7		Rejected!	
GOBP_CITRATE_TRANSPORT	5		Rejected!	
GOBP_URATE_TRANSPORT	8		Rejected!	
GOBP_ORGANOPHOSPHATE_ESTER_TRANSPORT	126	123		
GOBP_NUCLEOTIDE_SUGAR_TRANSMEMBRANE_TRANSPORT	10		Rejected!	
GOBP_POLYOL_TRANSMEMBRANE_TRANSPORT	6		Rejected!	
GOBP_GLYCEROL_TRANSMEMBRANE_TRANSPORT	5		Rejected!	
GOBP_ACIDIC_AMINO_ACID_TRANSPORT	70	70		
GOBP_AROMATIC_AMINO_ACID_TRANSPORT	8		Rejected!	
GOBP_BASIC_AMINO_ACID_TRANSPORT	9		Rejected!	
GOBP_BRANCHED_CHAIN_AMINO_ACID_TRANSPORT	9		Rejected!	
GOBP_NEUTRAL_AMINO_ACID_TRANSPORT	46	45		
GOBP_L_AMINO_ACID_TRANSPORT	62	59		
GOBP_L_ALANINE_TRANSPORT	9		Rejected!	
GOBP_ASPARTATE_TRANSMEMBRANE_TRANSPORT	11		Rejected!	
GOBP_GAMMA_AMINOBUTYRIC_ACID_TRANSPORT	23	23		
GOBP_GLYCINE_TRANSPORT	14		Rejected!	
GOBP_ORNITHINE_TRANSPORT	8		Rejected!	
GOBP_PROLINE_TRANSPORT	11		Rejected!	
GOBP_PEPTIDE_TRANSPORT	320	316		
GOBP_AMINE_TRANSPORT	122	122		
GOBP_AMINO_ACID_BETAINE_TRANSPORT	9		Rejected!	
GOBP_UREA_TRANSPORT	9		Rejected!	
GOBP_MONOAMINE_TRANSPORT	108	107		
GOBP_ORGANIC_ACID_TRANSPORT	324	316		
GOBP_ORGANIC_HYDROXY_COMPOUND_TRANSPORT	294	284		
GOBP_NUCLEOBASE_TRANSPORT	6		Rejected!	
GOBP_NUCLEOSIDE_TRANSPORT	10		Rejected!	
GOBP_PURINE_NUCLEOSIDE_TRANSMEMBRANE_TRANSPORT	5		Rejected!	
GOBP_PYRIMIDINE_NUCLEOSIDE_TRANSPORT	6		Rejected!	
GOBP_PURINE_NUCLEOTIDE_TRANSPORT	23	22		
GOBP_ADP_TRANSPORT	6		Rejected!	
GOBP_ATP_TRANSPORT	14		Rejected!	
GOBP_ACETYLCHOLINE_TRANSPORT	9		Rejected!	
GOBP_CHOLINE_TRANSPORT	8		Rejected!	
GOBP_DOPAMINE_TRANSPORT	60	60		
GOBP_NOREPINEPHRINE_TRANSPORT	28	28		
GOBP_CARNITINE_TRANSPORT	6		Rejected!	
GOBP_FOLIC_ACID_TRANSPORT	9		Rejected!	
GOBP_HEME_TRANSPORT	10		Rejected!	
GOBP_THIAMINE_TRANSPORT	5		Rejected!	
GOBP_COBALAMIN_TRANSPORT	8		Rejected!	
GOBP_FATTY_ACID_TRANSPORT	99	99		
GOBP_LONG_CHAIN_FATTY_ACID_TRANSPORT	66	66		
GOBP_LONG_CHAIN_FATTY_ACID_IMPORT_ACROSS_PLASMA_MEMBRANE	12		Rejected!	
GOBP_PHOSPHOLIPID_TRANSPORT	92	90		
GOBP_AMINOPHOSPHOLIPID_TRANSPORT	5		Rejected!	
GOBP_STEROL_TRANSPORT	117	112		
GOBP_NUCLEOBASE_CONTAINING_COMPOUND_TRANSPORT	201	190		
GOBP_COENZYME_A_METABOLIC_PROCESS	15	15		
GOBP_COENZYME_A_BIOSYNTHETIC_PROCESS	10		Rejected!	
GOBP_DIADENOSINE_POLYPHOSPHATE_METABOLIC_PROCESS	8		Rejected!	
GOBP_DIADENOSINE_POLYPHOSPHATE_CATABOLIC_PROCESS	5		Rejected!	
GOBP_ENERGY_DERIVATION_BY_OXIDATION_OF_ORGANIC_COMPOUNDS	337	316		
GOBP_PROTON_MOTIVE_FORCE_DRIVEN_ATP_SYNTHESIS	70	58		
GOBP_ENERGY_COUPLED_PROTON_TRANSMEMBRANE_TRANSPORT_AGAINST_ELECTROCHEMICAL_GRADIENT	5		Rejected!	
GOBP_VIRAL_PROCESS	355	342		
GOBP_LIPID_CATABOLIC_PROCESS	338	331		
GOBP_DETECTION_OF_TEMPERATURE_STIMULUS	28	28		
GOBP_CELL_GROWTH	544		Rejected!	
GOBP_VESICLE_ORGANIZATION	322	320		
GOBP_CARBOHYDRATE_BIOSYNTHETIC_PROCESS	204	202		
GOBP_CARBOHYDRATE_CATABOLIC_PROCESS	154	150		
GOBP_ORGANIC_ACID_BIOSYNTHETIC_PROCESS	299	287		
GOBP_ORGANIC_ACID_CATABOLIC_PROCESS	228	226		
GOBP_RHODOPSIN_MEDIATED_SIGNALING_PATHWAY	7		Rejected!	
GOBP_TYPE_I_HYPERSENSITIVITY	6		Rejected!	
GOBP_MRNA_METABOLIC_PROCESS	725		Rejected!	
GOBP_RRNA_METABOLIC_PROCESS	254	251		
GOBP_SNRNA_METABOLIC_PROCESS	50	50		
GOBP_SNO_S_RNA_METABOLIC_PROCESS	20	18		
GOBP_RRNA_CATABOLIC_PROCESS	23	23		
GOBP_SNO_S_RNA_CATABOLIC_PROCESS	5		Rejected!	
GOBP_TRNA_CATABOLIC_PROCESS	12		Rejected!	
GOBP_SYNAPTIC_VESICLE_EXOCYTOSIS	138	138		
GOBP_SYNAPTIC_VESICLE_DOCKING	14		Rejected!	
GOBP_SYNAPTIC_VESICLE_PRIMING	26	26		
GOBP_POLYPRENOL_METABOLIC_PROCESS	6		Rejected!	
GOBP_MONOTERPENOID_METABOLIC_PROCESS	10		Rejected!	
GOBP_TERPENOID_BIOSYNTHETIC_PROCESS	19	18		
GOBP_TERPENOID_CATABOLIC_PROCESS	7		Rejected!	
