NAME,SIZE,ES,NES,NOM p-val,FDR q-val,FWER p-val,RANK AT MAX,posneg
GOBP_CELLULAR_RESPONSE_TO_BIOTIC_STIMULUS,273,0.30887124,1.2499785,0.017391304,0.5119238,1,3139,pos
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_WOUNDING,92,0.3565912,1.2496836,0.103174604,0.51163924,1,2833,pos
GOBP_PROTEIN_ADP_RIBOSYLATION,35,0.42534372,1.2488263,0.15058823,0.5131535,1,5161,pos
GOBP_NONRIBOSOMAL_PEPTIDE_BIOSYNTHETIC_PROCESS,16,0.49759075,1.2487165,0.19027483,0.5123599,1,2184,pos
GOBP_STEROID_METABOLIC_PROCESS,328,0.2993588,1.248475,0.020958085,0.51195204,1,3839,pos
GOBP_LIPOPROTEIN_CATABOLIC_PROCESS,16,0.51149243,1.2482433,0.1923077,0.5115032,1,5410,pos
GOBP_ORGANIC_ACID_TRANSMEMBRANE_TRANSPORT,137,0.32765326,1.2477807,0.04511278,0.5117764,1,4251,pos
GOBP_REGULATION_OF_INOSITOL_PHOSPHATE_BIOSYNTHETIC_PROCESS,16,0.5012633,1.2477493,0.19827586,0.51076883,1,5609,pos
GOBP_RETINA_VASCULATURE_DEVELOPMENT_IN_CAMERA_TYPE_EYE,28,0.43930894,1.2470464,0.15777777,0.5116706,1,1022,pos
GOBP_RETICULOPHAGY,17,0.48773026,1.2461166,0.17724289,0.5133578,1,163,pos
GOBP_REGULATION_OF_MITOCHONDRIAL_TRANSLATION,26,0.45400754,1.2458109,0.15058823,0.51315755,1,3232,pos
GOBP_KINETOCHORE_ASSEMBLY,17,0.48969597,1.2452167,0.16810344,0.5138459,1,3924,pos
GOBP_PYRIMIDINE_NUCLEOTIDE_METABOLIC_PROCESS,42,0.40646452,1.2451942,0.1575,0.5128122,1,4800,pos
GOBP_AMP_METABOLIC_PROCESS,29,0.4353903,1.2449725,0.15659955,0.5123786,1,2815,pos
GOBP_NEUTROPHIL_CHEMOTAXIS,99,0.3474366,1.2447606,0.0927835,0.51189256,1,3659,pos
GOBP_N_ACETYLGLUCOSAMINE_METABOLIC_PROCESS,16,0.5091339,1.2443534,0.19139785,0.5120326,1,3043,pos
GOBP_KINETOCHORE_ORGANIZATION,22,0.4630283,1.2440856,0.16263737,0.5117992,1,3924,pos
GOBP_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY,394,0.2929446,1.2430618,0.027950311,0.51361203,1,3186,pos
GOBP_RNA_MODIFICATION,151,0.32143626,1.2428875,0.06467662,0.5130021,1,3829,pos
GOBP_RESPONSE_TO_ANTIBIOTIC,34,0.41744608,1.2423961,0.16904762,0.5133132,1,2218,pos
GOBP_PROTEIN_PALMITOYLATION,32,0.42376718,1.2422869,0.15046297,0.5125348,1,2473,pos
GOBP_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_CIRCULATING_IMMUNOGLOBULIN,47,0.39158258,1.2422546,0.12325581,0.5115382,1,2525,pos
GOBP_IRON_ION_TRANSPORT,57,0.3770113,1.2414292,0.12440191,0.51289517,1,3965,pos
GOBP_REGULATION_OF_INCLUSION_BODY_ASSEMBLY,17,0.48346788,1.2412405,0.16774194,0.5123559,1,3258,pos
GOBP_NEGATIVE_REGULATION_OF_NUCLEOCYTOPLASMIC_TRANSPORT,27,0.44046417,1.24097,0.1557562,0.51207364,1,4665,pos
GOBP_REGULATION_OF_MITOCHONDRIAL_GENE_EXPRESSION,32,0.41762015,1.2407706,0.1525,0.51157457,1,3829,pos
GOBP_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS,74,0.36396256,1.2404964,0.11627907,0.5113337,1,3928,pos
GOBP_CELLULAR_AMINO_ACID_METABOLIC_PROCESS,257,0.30406415,1.2403055,0.02549575,0.5108404,1,4224,pos
GOBP_GLYCEROL_ETHER_METABOLIC_PROCESS,20,0.47477764,1.240064,0.19409283,0.5104461,1,5782,pos
GOBP_SEROTONIN_SECRETION,15,0.5131163,1.2399951,0.18380743,0.50961787,1,3670,pos
GOBP_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_PROLIFERATION,75,0.35904697,1.2394537,0.11363637,0.5100636,1,3959,pos
GOBP_PROTEIN_TARGETING_TO_LYSOSOME,25,0.44006956,1.2385348,0.15982722,0.51176083,1,2800,pos
GOBP_HOMOLOGOUS_CHROMOSOME_SEGREGATION,65,0.3663135,1.2375791,0.12224939,0.51350147,1,2448,pos
GOBP_NUCLEOSIDE_PHOSPHATE_CATABOLIC_PROCESS,73,0.36053094,1.2375497,0.10526316,0.5125539,1,4395,pos
GOBP_NEGATIVE_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_POTENTIAL,15,0.50588727,1.2360626,0.20770878,0.51562417,1,3820,pos
GOBP_REGULATION_OF_DELAYED_RECTIFIER_POTASSIUM_CHANNEL_ACTIVITY,19,0.48081297,1.2348706,0.18318966,0.5181769,1,258,pos
GOBP_CHLORIDE_TRANSPORT,106,0.33599576,1.2348287,0.07017544,0.51729006,1,1995,pos
GOBP_CELL_CHEMOTAXIS,305,0.29484144,1.2341421,0.019169329,0.5182694,1,3659,pos
GOBP_POSITIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION,32,0.42392132,1.2330962,0.17025863,0.52017146,1,4860,pos
GOBP_REGULATION_OF_FLAGELLATED_SPERM_MOTILITY,19,0.48546934,1.2327648,0.19256018,0.5202293,1,5615,pos
GOBP_RESPONSE_TO_COPPER_ION,25,0.45087588,1.231149,0.16993465,0.5236425,1,1859,pos
GOBP_NEGATIVE_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE,57,0.37771368,1.2308592,0.14874142,0.5234782,1,2155,pos
GOBP_COPULATION,24,0.45415106,1.2305003,0.18241759,0.52359277,1,2348,pos
GOBP_REGULATION_OF_TRANSLATIONAL_INITIATION_IN_RESPONSE_TO_STRESS,15,0.5035046,1.2301314,0.19264069,0.5236677,1,3078,pos
GOBP_HISTONE_MRNA_METABOLIC_PROCESS,20,0.4818466,1.2299948,0.19550562,0.52300996,1,5738,pos
GOBP_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS_VIA_THE_MULTIVESICULAR_BODY_SORTING_PATHWAY,28,0.4302772,1.2282887,0.15347722,0.52707666,1,5465,pos
GOBP_NEGATIVE_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT,57,0.37247124,1.2282819,0.1367713,0.52606153,1,5629,pos
GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_INTERACTION_WITH_HOST,151,0.31966472,1.2281203,0.06410257,0.52551585,1,2800,pos
GOBP_PROTEIN_LOCALIZATION_TO_CHROMOSOME_TELOMERIC_REGION,31,0.42181233,1.2281044,0.16,0.52453434,1,4342,pos
GOBP_INTRACELLULAR_STEROL_TRANSPORT,28,0.4301246,1.2272677,0.17321016,0.52568704,1,4292,pos
GOBP_DEOXYRIBONUCLEOTIDE_METABOLIC_PROCESS,48,0.38893265,1.2268307,0.13647059,0.5258733,1,3763,pos
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_PERIPHERY,28,0.42955214,1.2267425,0.17381974,0.525133,1,1537,pos
GOBP_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY,439,0.2868479,1.2259729,0.028368793,0.5263095,1,4234,pos
GOBP_POSITIVE_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING,37,0.40610403,1.2257795,0.14476615,0.52577335,1,1544,pos
GOBP_STEROID_BIOSYNTHETIC_PROCESS,161,0.31743407,1.2244978,0.053333335,0.52852243,1,3427,pos
GOBP_MITOCHONDRIAL_TRANSPORT,152,0.32017824,1.2243813,0.06925208,0.5278408,1,3671,pos
GOBP_TRANSCYTOSIS,23,0.44186434,1.2232698,0.20353982,0.53022146,1,5758,pos
GOBP_PROTEIN_INSERTION_INTO_MITOCHONDRIAL_MEMBRANE,22,0.45584896,1.2232077,0.20434782,0.5293896,1,2673,pos
GOBP_MICROTUBULE_BASED_MOVEMENT,404,0.2858396,1.2231444,0.028846154,0.5285347,1,4615,pos
GOBP_GLUCAN_BIOSYNTHETIC_PROCESS,43,0.39093098,1.2218393,0.14988814,0.5313511,1,2773,pos
GOBP_PLASMA_LIPOPROTEIN_PARTICLE_ASSEMBLY,22,0.45106557,1.2217801,0.18655097,0.53049403,1,2536,pos
GOBP_CHROMOSOME_LOCALIZATION,82,0.35129488,1.2216777,0.116113745,0.52979106,1,5815,pos
GOBP_DEFENSE_RESPONSE_TO_SYMBIONT,278,0.29625487,1.2183452,0.027863776,0.53860384,1,3928,pos
GOBP_VESICLE_CARGO_LOADING,24,0.44571963,1.2182648,0.1719457,0.537801,1,3107,pos
GOBP_NEGATIVE_REGULATION_OF_CATION_CHANNEL_ACTIVITY,52,0.37403885,1.2181656,0.12962963,0.53706086,1,2398,pos
GOBP_REGULATION_OF_STEM_CELL_DIVISION,16,0.48893192,1.2178029,0.20600858,0.53711563,1,265,pos
GOBP_REGULATION_OF_PEPTIDYL_SERINE_PHOSPHORYLATION_OF_STAT_PROTEIN,18,0.4802476,1.2176038,0.20852017,0.5367073,1,5286,pos
GOBP_REGULATION_OF_MACROPHAGE_MIGRATION,49,0.38615918,1.2175988,0.14831461,0.5357079,1,3159,pos
GOBP_POSITIVE_REGULATION_OF_VIRAL_GENOME_REPLICATION,31,0.41989067,1.2159652,0.17312072,0.53946203,1,2939,pos
GOBP_RIBOSE_PHOSPHATE_BIOSYNTHETIC_PROCESS,207,0.3068807,1.2156609,0.04851752,0.53931826,1,3329,pos
GOBP_CERAMIDE_BIOSYNTHETIC_PROCESS,68,0.35576114,1.2142411,0.1175,0.5427188,1,3518,pos
GOBP_PURINE_RIBONUCLEOSIDE_METABOLIC_PROCESS,26,0.43428722,1.2131569,0.18693693,0.54497945,1,2815,pos
GOBP_POSITIVE_REGULATION_OF_MACROPHAGE_MIGRATION,31,0.41479704,1.2130901,0.15813954,0.54414785,1,3159,pos
GOBP_RESPONSE_TO_STARVATION,185,0.30854183,1.2130544,0.0625,0.54325646,1,3888,pos
GOBP_MEMBRANE_DOCKING,86,0.3417887,1.2127984,0.12376238,0.5429307,1,3505,pos
GOBP_OLIGOSACCHARIDE_CATABOLIC_PROCESS,15,0.48658502,1.2118024,0.21129707,0.5448688,1,4652,pos
GOBP_MICROTUBULE_BUNDLE_FORMATION,113,0.33132732,1.211661,0.11167513,0.5442486,1,4725,pos
GOBP_MITOTIC_INTRA_S_DNA_DAMAGE_CHECKPOINT_SIGNALING,16,0.48336688,1.2105762,0.23423423,0.54645187,1,3552,pos
GOBP_NEGATIVE_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR,33,0.4045036,1.2104617,0.15862069,0.5457699,1,2526,pos
GOBP_NEGATIVE_REGULATION_OF_JNK_CASCADE,37,0.40300322,1.2100091,0.16046512,0.54603827,1,471,pos
GOBP_REGULATION_OF_ENDOPLASMIC_RETICULUM_UNFOLDED_PROTEIN_RESPONSE,23,0.44633248,1.2075067,0.19607843,0.55240786,1,3224,pos
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION,120,0.3272705,1.2072314,0.08229426,0.5522249,1,2568,pos
GOBP_NUCLEOSIDE_PHOSPHATE_BIOSYNTHETIC_PROCESS,254,0.29645714,1.2063092,0.046376813,0.5539204,1,3329,pos
GOBP_PHOTORECEPTOR_CELL_DEVELOPMENT,62,0.36162767,1.2059865,0.13768116,0.55384666,1,3815,pos
GOBP_MUSCLE_CELL_APOPTOTIC_PROCESS,107,0.33317783,1.2053199,0.1185567,0.5547845,1,3922,pos
GOBP_MITOCHONDRIAL_MEMBRANE_ORGANIZATION,106,0.3268903,1.2050695,0.11057692,0.5545273,1,3671,pos
GOBP_PROTEIN_POLYUBIQUITINATION,245,0.29696727,1.2038631,0.04307692,0.55724186,1,2967,pos
GOBP_RESPONSE_TO_OXYGEN_RADICAL,23,0.44468743,1.2034935,0.18262807,0.5574244,1,1905,pos
GOBP_ORGANELLE_FUSION,153,0.31482008,1.202982,0.09207161,0.5580153,1,3628,pos
GOBP_CELLULAR_RESPONSE_TO_COPPER_ION,15,0.491517,1.2019036,0.22669491,0.56033933,1,1859,pos
GOBP_REGULATION_OF_PROTEIN_GLYCOSYLATION,15,0.48483935,1.1998097,0.2258772,0.5657172,1,1406,pos
GOBP_SPHINGOMYELIN_METABOLIC_PROCESS,22,0.4396304,1.1985656,0.21029083,0.5684107,1,2392,pos
GOBP_NEGATIVE_REGULATION_OF_ENDOPEPTIDASE_ACTIVITY,174,0.31264767,1.1983296,0.104395606,0.56814134,1,2479,pos
GOBP_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR,33,0.40970737,1.198328,0.20588236,0.56711763,1,2526,pos
GOBP_STRIATED_MUSCLE_CELL_APOPTOTIC_PROCESS,66,0.34984222,1.1980411,0.14814815,0.5669453,1,3559,pos
GOBP_SPERM_MOTILITY,142,0.31172115,1.1974902,0.08080808,0.5675412,1,4895,pos
GOBP_POSITIVE_REGULATION_OF_WOUND_HEALING,59,0.36068442,1.1972116,0.17224881,0.56741744,1,5539,pos
GOBP_PURINE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS,211,0.299276,1.1967449,0.05637982,0.56780356,1,3329,pos
GOBP_T_CELL_MEDIATED_IMMUNITY,139,0.3180549,1.1965946,0.111405835,0.5672319,1,1932,pos
GOBP_VERY_LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS,34,0.40394256,1.1962641,0.21818182,0.56718534,1,2620,pos
GOBP_CDC42_PROTEIN_SIGNAL_TRANSDUCTION,15,0.4831813,1.1959246,0.23140496,0.5671307,1,1344,pos
GOBP_NUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS,66,0.34929234,1.1956103,0.1393643,0.56707084,1,2815,pos
GOBP_POSITIVE_REGULATION_OF_VIRAL_PROCESS,61,0.35917524,1.1941996,0.16556291,0.57040656,1,2939,pos
GOBP_CELLULAR_RESPONSE_TO_OXYGEN_RADICAL,19,0.45758617,1.1941668,0.21304348,0.56950533,1,2903,pos
GOBP_NEGATIVE_REGULATION_OF_FATTY_ACID_METABOLIC_PROCESS,34,0.40036818,1.1937522,0.18937644,0.56982297,1,3427,pos
GOBP_INNER_MITOCHONDRIAL_MEMBRANE_ORGANIZATION,32,0.41692513,1.1934296,0.22421524,0.56989646,1,2352,pos
GOBP_ACTIN_FILAMENT_SEVERING,18,0.47407475,1.1932437,0.2345679,0.5694329,1,903,pos
GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_PROLIFERATION,101,0.33364925,1.1927229,0.14074074,0.57008064,1,5386,pos
GOBP_REGULATION_OF_MITOTIC_SISTER_CHROMATID_SEGREGATION,53,0.36952347,1.1920087,0.17889908,0.57130134,1,4787,pos
GOBP_NEGATIVE_REGULATION_OF_OXIDOREDUCTASE_ACTIVITY,25,0.43008265,1.191931,0.21538462,0.57049525,1,250,pos
GOBP_FATTY_ACID_DERIVATIVE_CATABOLIC_PROCESS,17,0.47538093,1.1917993,0.2244898,0.56987494,1,3991,pos
GOBP_CRISTAE_FORMATION,17,0.46692294,1.1917666,0.23488373,0.56899065,1,2352,pos
GOBP_VIRAL_BUDDING,19,0.46450308,1.1910988,0.24222222,0.570169,1,5440,pos
GOBP_REGULATION_OF_T_CELL_CYTOKINE_PRODUCTION,36,0.40229827,1.1906148,0.21029083,0.57066774,1,5055,pos
GOBP_REGULATION_OF_BIOMINERALIZATION,107,0.32484668,1.1904407,0.11671088,0.5701674,1,3799,pos
GOBP_PROCESS_UTILIZING_AUTOPHAGIC_MECHANISM,463,0.27809727,1.1900965,0.028571429,0.57025665,1,2569,pos
GOBP_DICARBOXYLIC_ACID_TRANSPORT,91,0.33845013,1.1900762,0.15012723,0.5693206,1,4244,pos
GOBP_GLUCOSAMINE_CONTAINING_COMPOUND_METABOLIC_PROCESS,27,0.41993225,1.1889818,0.21710527,0.5717705,1,5604,pos
GOBP_PURINE_CONTAINING_COMPOUND_METABOLIC_PROCESS,457,0.27957857,1.1882268,0.03663004,0.57290685,1,4033,pos
GOBP_DNA_BIOSYNTHETIC_PROCESS,185,0.3035044,1.1868606,0.08498584,0.5759232,1,3345,pos
GOBP_MODULATION_BY_HOST_OF_VIRAL_PROCESS,29,0.41723913,1.1867065,0.21190476,0.57541823,1,2416,pos
GOBP_TELOMERE_ORGANIZATION,149,0.30998912,1.1862353,0.0945946,0.57588756,1,2594,pos
GOBP_ALCOHOL_METABOLIC_PROCESS,339,0.281661,1.1853602,0.04248366,0.5774759,1,4925,pos
GOBP_SERINE_PHOSPHORYLATION_OF_STAT_PROTEIN,22,0.4424989,1.1843837,0.22532189,0.5794725,1,5286,pos
GOBP_POSITIVE_REGULATION_OF_MONOCYTE_CHEMOTAXIS,22,0.4348824,1.1841899,0.20185615,0.57911503,1,3843,pos
GOBP_CONVERGENT_EXTENSION,16,0.47284883,1.1838946,0.25473684,0.57902944,1,471,pos
GOBP_MATURATION_OF_SSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA,36,0.39392215,1.1838174,0.18438178,0.5782555,1,2907,pos
GOBP_NEGATIVE_REGULATION_OF_LIPID_BIOSYNTHETIC_PROCESS,57,0.36055815,1.1828334,0.16222222,0.58027357,1,3427,pos
GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_SYMBIOTIC_INTERACTION,234,0.292092,1.1823902,0.06,0.5807091,1,2800,pos
GOBP_MITOCHONDRIAL_TRANSCRIPTION,21,0.4493622,1.1821965,0.2309322,0.5803278,1,5457,pos
GOBP_ENERGY_RESERVE_METABOLIC_PROCESS,89,0.33072725,1.1819059,0.17307693,0.58020175,1,3061,pos
GOBP_SULFUR_COMPOUND_CATABOLIC_PROCESS,27,0.42011273,1.1818366,0.20754717,0.579415,1,3300,pos
GOBP_NEGATIVE_REGULATION_OF_CALCINEURIN_MEDIATED_SIGNALING,16,0.4620144,1.1816667,0.2406542,0.57898396,1,2736,pos
GOBP_POSTREPLICATION_REPAIR,29,0.416977,1.1811633,0.21367522,0.5795364,1,3415,pos
GOBP_GMP_BIOSYNTHETIC_PROCESS,16,0.47296536,1.1810337,0.23580787,0.57897633,1,2435,pos
GOBP_PYRIMIDINE_CONTAINING_COMPOUND_METABOLIC_PROCESS,62,0.35446644,1.1799237,0.19660194,0.58151865,1,2988,pos
GOBP_REGULATION_OF_MICROTUBULE_BASED_MOVEMENT,55,0.37097377,1.1791812,0.18020305,0.5827403,1,4852,pos
GOBP_MEIOSIS_I_CELL_CYCLE_PROCESS,129,0.31782973,1.1782672,0.11640212,0.58465385,1,2972,pos
GOBP_MITOTIC_METAPHASE_PLATE_CONGRESSION,51,0.36410737,1.1778607,0.1889401,0.5849378,1,5440,pos
GOBP_PRIMARY_ALCOHOL_METABOLIC_PROCESS,80,0.33795407,1.177313,0.14358975,0.585796,1,3117,pos
GOBP_GOLGI_ORGANIZATION,137,0.31189477,1.1758854,0.13043478,0.58921707,1,3619,pos
GOBP_REGULATION_OF_TRIGLYCERIDE_METABOLIC_PROCESS,51,0.3608678,1.1755401,0.17592593,0.5893213,1,3828,pos
GOBP_PEPTIDYL_PROLINE_MODIFICATION,37,0.3898097,1.1754059,0.21041214,0.5887813,1,6747,pos
GOBP_INTEGRIN_ACTIVATION,28,0.41137215,1.1748626,0.23695652,0.5894801,1,3777,pos
GOBP_RESPONSE_TO_TESTOSTERONE,17,0.46730798,1.1737533,0.22863248,0.59194213,1,536,pos
GOBP_NEGATIVE_REGULATION_OF_PEPTIDASE_ACTIVITY,239,0.28757578,1.1737114,0.07122507,0.591085,1,2777,pos
GOBP_HOMOLOGOUS_CHROMOSOME_PAIRING_AT_MEIOSIS,50,0.3613981,1.1732941,0.20465116,0.5913886,1,3302,pos
GOBP_AMINO_SUGAR_METABOLIC_PROCESS,45,0.37434617,1.1731535,0.19402985,0.590889,1,1955,pos
GOBP_REGULATION_OF_T_CELL_CHEMOTAXIS,17,0.4707745,1.172851,0.2532189,0.59091586,1,4860,pos
GOBP_REGULATION_OF_PROTEIN_K63_LINKED_UBIQUITINATION,15,0.4946294,1.1724045,0.24116424,0.5914151,1,4283,pos
GOBP_EPOXYGENASE_P450_PATHWAY,23,0.42924732,1.172035,0.24400872,0.5915792,1,2202,pos
GOBP_REGULATION_OF_EXIT_FROM_MITOSIS,17,0.46490705,1.1718107,0.27292112,0.5913219,1,3032,pos
GOBP_REGULATION_OF_PHOSPHOLIPID_METABOLIC_PROCESS,40,0.3766334,1.1717709,0.19347826,0.59050936,1,3414,pos
GOBP_NEGATIVE_REGULATION_OF_STRESS_ACTIVATED_PROTEIN_KINASE_SIGNALING_CASCADE,48,0.36424392,1.1713524,0.19203748,0.5908706,1,718,pos
GOBP_ACYLGLYCEROL_HOMEOSTASIS,35,0.38308856,1.170633,0.22608696,0.592214,1,6120,pos
GOBP_ISOPRENOID_METABOLIC_PROCESS,92,0.3282111,1.1701897,0.15473442,0.59273446,1,3226,pos
GOBP_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS,127,0.31291348,1.1701454,0.13253012,0.59191996,1,3659,pos
GOBP_ANAPHASE_PROMOTING_COMPLEX_DEPENDENT_CATABOLIC_PROCESS,18,0.45423657,1.1700293,0.26385808,0.5913241,1,2553,pos
GOBP_TERPENOID_METABOLIC_PROCESS,72,0.34053025,1.1696843,0.16710183,0.5914721,1,3768,pos
GOBP_LEUKOCYTE_CHEMOTAXIS,225,0.2915932,1.1691226,0.09090909,0.59230304,1,3659,pos
GOBP_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE,48,0.3628546,1.169088,0.2144522,0.591436,1,2424,pos
GOBP_KERATINIZATION,49,0.36876595,1.1686127,0.21603563,0.5919645,1,3786,pos
GOBP_DEOXYRIBONUCLEOTIDE_BIOSYNTHETIC_PROCESS,18,0.45839557,1.1674386,0.25,0.5947478,1,4662,pos
GOBP_FIBROBLAST_PROLIFERATION,145,0.30776167,1.167168,0.11940298,0.5946648,1,2773,pos
GOBP_ORGANELLE_DISASSEMBLY,122,0.31511804,1.1670928,0.13231552,0.5939402,1,4414,pos
GOBP_MITOTIC_RECOMBINATION,25,0.41872317,1.1667418,0.25274727,0.5940638,1,2594,pos
GOBP_ENDOSOME_TO_LYSOSOME_TRANSPORT_VIA_MULTIVESICULAR_BODY_SORTING_PATHWAY,17,0.4656556,1.1665013,0.2760181,0.59385026,1,5440,pos
GOBP_AMINE_METABOLIC_PROCESS,120,0.3162246,1.1662092,0.13212435,0.59381485,1,2141,pos
GOBP_HYDROGEN_PEROXIDE_CATABOLIC_PROCESS,25,0.41931394,1.1658064,0.22123894,0.59407145,1,3185,pos
GOBP_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS,169,0.30103964,1.1655917,0.12742382,0.59378964,1,2478,pos
GOBP_OLIGOSACCHARIDE_METABOLIC_PROCESS,44,0.3762368,1.1642015,0.20547946,0.5971486,1,4652,pos
GOBP_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY,281,0.2835675,1.1641713,0.07619048,0.5962906,1,3865,pos
GOBP_FC_RECEPTOR_SIGNALING_PATHWAY,19,0.45178232,1.1636914,0.26444444,0.59689647,1,1826,pos
GOBP_NEGATIVE_REGULATION_OF_COMPLEMENT_ACTIVATION,15,0.47752196,1.1628662,0.26215646,0.5985425,1,2822,pos
GOBP_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY,102,0.3216046,1.1628183,0.14910026,0.5977496,1,1932,pos
GOBP_POSITIVE_REGULATION_OF_NEUTROPHIL_MIGRATION,42,0.37736204,1.1627786,0.2264574,0.59695756,1,3628,pos
GOBP_EXIT_FROM_MITOSIS,28,0.41202664,1.1625466,0.24434389,0.59672546,1,5544,pos
GOBP_CELLULAR_KETONE_METABOLIC_PROCESS,234,0.29000673,1.1622792,0.100294985,0.59670293,1,3498,pos
GOBP_CHROMOSOME_ORGANIZATION_INVOLVED_IN_MEIOTIC_CELL_CYCLE,73,0.33668622,1.1619343,0.17511521,0.5967759,1,2594,pos
GOBP_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE,38,0.38391215,1.1616265,0.23529412,0.5967822,1,2526,pos
GOBP_MRNA_TRANSPORT,113,0.31711558,1.1616105,0.13577023,0.5958931,1,2029,pos
GOBP_RESPONSE_TO_NERVE_GROWTH_FACTOR,35,0.39374387,1.1614192,0.21348314,0.5955888,1,2592,pos
GOBP_NEGATIVE_REGULATION_OF_ENDOTHELIAL_CELL_PROLIFERATION,52,0.36162373,1.1612327,0.1891253,0.5951941,1,2549,pos
GOBP_BILE_ACID_BIOSYNTHETIC_PROCESS,28,0.40668175,1.1610368,0.25054467,0.59487325,1,5651,pos
GOBP_RESPONSE_TO_LEUKEMIA_INHIBITORY_FACTOR,245,0.29109594,1.160579,0.10422535,0.5953393,1,2458,pos
GOBP_NEGATIVE_REGULATION_OF_CELL_MATRIX_ADHESION,38,0.37909913,1.1597555,0.2021978,0.597006,1,3928,pos
GOBP_REGULATION_OF_DNA_BIOSYNTHETIC_PROCESS,128,0.31310448,1.1586808,0.15815085,0.5995603,1,3259,pos
GOBP_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION,55,0.35582054,1.1584529,0.22249389,0.59936446,1,2694,pos
GOBP_INTRACILIARY_TRANSPORT,49,0.3608262,1.1581905,0.2294686,0.5991828,1,5166,pos
GOBP_NEGATIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS,133,0.30534047,1.1580366,0.13670886,0.59876114,1,3888,pos
GOBP_TRANS_SYNAPTIC_SIGNALING_MODULATING_SYNAPTIC_TRANSMISSION,15,0.46873036,1.157521,0.28104576,0.5995094,1,3815,pos
GOBP_DNA_TEMPLATED_DNA_REPLICATION,151,0.30491015,1.1527854,0.13246754,0.6139396,1,4568,pos
GOBP_PURINE_NUCLEOBASE_METABOLIC_PROCESS,21,0.4277635,1.1527013,0.26744187,0.61324275,1,4395,pos
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I,50,0.3609992,1.1521802,0.22045454,0.61398643,1,1917,pos
GOBP_POSITIVE_REGULATION_OF_PROTEIN_POLYUBIQUITINATION,19,0.44635272,1.1521786,0.2704918,0.6130506,1,2009,pos
GOBP_POSITIVE_REGULATION_OF_CELL_KILLING,91,0.32058245,1.1521116,0.17690417,0.61232215,1,2853,pos
GOBP_NEGATIVE_REGULATION_OF_LYMPHOCYTE_ACTIVATION,166,0.3006095,1.1513809,0.14655173,0.61365014,1,3311,pos
GOBP_TRNA_5_END_PROCESSING,15,0.4762289,1.1505337,0.29032257,0.61538196,1,2627,pos
GOBP_POSITIVE_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION,77,0.3329512,1.149769,0.1764706,0.6168764,1,4860,pos
GOBP_CELLULAR_RESPONSE_TO_GLUCOSE_STARVATION,54,0.3534054,1.1488756,0.21967964,0.6189092,1,3888,pos
GOBP_REGULATION_OF_ACTIN_CYTOSKELETON_REORGANIZATION,41,0.37114662,1.1486003,0.21559633,0.61888444,1,4375,pos
GOBP_NEGATIVE_REGULATION_OF_CELL_ACTIVATION,220,0.28763175,1.1483623,0.1037464,0.61879545,1,2953,pos
